age,mx,qx,lx,dx,ex,sex,period,Country
68,0.016134,0.016005,83243.5,1332.3,16.28,Male,2016-2018,UK
69,0.017479,0.017328,81911.2,1419.4,15.53,Male,2016-2018,UK
70,0.018999,0.018820,80491.9,1514.9,14.80,Male,2016-2018,UK
71,0.021016,0.020798,78977.0,1642.6,14.07,Male,2016-2018,UK
72,0.023552,0.023278,77334.5,1800.2,13.36,Male,2016-2018,UK
73,0.026259,0.025919,75534.3,1957.7,12.67,Male,2016-2018,UK
74,0.029124,0.028706,73576.5,2112.1,11.99,Male,2016-2018,UK
75,0.033021,0.032484,71464.4,2321.5,11.33,Male,2016-2018,UK
76,0.036675,0.036014,69142.9,2490.1,10.69,Male,2016-2018,UK
77,0.040915,0.040095,66652.8,2672.4,10.07,Male,2016-2018,UK
78,0.045108,0.044114,63980.4,2822.4,9.47,Male,2016-2018,UK
79,0.050313,0.049078,61158.0,3001.5,8.89,Male,2016-2018,UK
80,0.056456,0.054906,58156.4,3193.1,8.32,Male,2016-2018,UK
81,0.063475,0.061522,54963.3,3381.5,7.78,Male,2016-2018,UK
82,0.070827,0.068404,51581.8,3528.4,7.25,Male,2016-2018,UK
83,0.080730,0.077598,48053.4,3728.8,6.75,Male,2016-2018,UK
84,0.091000,0.087039,44324.6,3858.0,6.27,Male,2016-2018,UK
85,0.101967,0.097020,40466.6,3926.1,5.82,Male,2016-2018,UK
86,0.116241,0.109856,36540.5,4014.2,5.40,Male,2016-2018,UK
87,0.130770,0.122744,32526.3,3992.4,5.00,Male,2016-2018,UK
88,0.147827,0.137653,28533.9,3927.8,4.63,Male,2016-2018,UK
89,0.166638,0.153822,24606.1,3785.0,4.29,Male,2016-2018,UK
90,0.181230,0.166172,20821.1,3459.9,3.98,Male,2016-2018,UK
91,0.203141,0.184411,17361.2,3201.6,3.67,Male,2016-2018,UK
92,0.227834,0.204534,14159.6,2896.1,3.39,Male,2016-2018,UK
93,0.252329,0.224060,11263.5,2523.7,3.13,Male,2016-2018,UK
94,0.279280,0.245060,8739.8,2141.8,2.89,Male,2016-2018,UK
95,0.312735,0.270446,6598.0,1784.4,2.67,Male,2016-2018,UK
96,0.344167,0.293637,4813.6,1413.5,2.48,Male,2016-2018,UK
97,0.375683,0.316273,3400.2,1075.4,2.30,Male,2016-2018,UK
98,0.396738,0.331065,2324.8,769.7,2.13,Male,2016-2018,UK
99,0.469258,0.380080,1555.1,591.1,1.94,Male,2016-2018,UK
100,0.514768,0.409396,964.1,394.7,1.82,Male,2016-2018,UK
0,0.003554,0.003548,100000.0,354.8,82.88,Female,2016-2018,UK
1,0.000228,0.000228,99645.2,22.7,82.18,Female,2016-2018,UK
2,0.000130,0.000130,99622.5,12.9,81.20,Female,2016-2018,UK
3,0.000101,0.000101,99609.6,10.0,80.21,Female,2016-2018,UK
4,0.000076,0.000076,99599.6,7.5,79.22,Female,2016-2018,UK
5,0.000084,0.000084,99592.0,8.3,78.22,Female,2016-2018,UK
6,0.000077,0.000076,99583.7,7.6,77.23,Female,2016-2018,UK
7,0.000061,0.000061,99576.1,6.1,76.23,Female,2016-2018,UK
8,0.000060,0.000060,99570.0,6.0,75.24,Female,2016-2018,UK
9,0.000063,0.000063,99564.0,6.3,74.24,Female,2016-2018,UK
10,0.000060,0.000060,99557.8,5.9,73.25,Female,2016-2018,UK
11,0.000077,0.000077,99551.8,7.6,72.25,Female,2016-2018,UK
12,0.000069,0.000069,99544.2,6.9,71.26,Female,2016-2018,UK
13,0.000078,0.000078,99537.3,7.7,70.26,Female,2016-2018,UK
14,0.000100,0.000100,99529.6,10.0,69.27,Female,2016-2018,UK
15,0.000118,0.000118,99519.6,11.8,68.28,Female,2016-2018,UK
16,0.000153,0.000153,99507.9,15.2,67.28,Female,2016-2018,UK
17,0.000153,0.000153,99492.7,15.2,66.29,Female,2016-2018,UK
18,0.000218,0.000218,99477.5,21.6,65.30,Female,2016-2018,UK
19,0.000193,0.000193,99455.8,19.2,64.32,Female,2016-2018,UK
20,0.000193,0.000193,99436.6,19.2,63.33,Female,2016-2018,UK
21,0.000217,0.000217,99417.5,21.6,62.34,Female,2016-2018,UK
22,0.000210,0.000210,99395.9,20.9,61.36,Female,2016-2018,UK
23,0.000209,0.000209,99375.0,20.7,60.37,Female,2016-2018,UK
24,0.000221,0.000220,99354.3,21.9,59.38,Female,2016-2018,UK
25,0.000256,0.000256,99332.4,25.4,58.39,Female,2016-2018,UK
26,0.000248,0.000248,99307.0,24.6,57.41,Female,2016-2018,UK
27,0.000281,0.000281,99282.3,27.9,56.42,Female,2016-2018,UK
28,0.000322,0.000322,99254.5,31.9,55.44,Female,2016-2018,UK
29,0.000305,0.000305,99222.5,30.3,54.46,Female,2016-2018,UK
30,0.000363,0.000363,99192.2,36.0,53.47,Female,2016-2018,UK
31,0.000381,0.000381,99156.3,37.8,52.49,Female,2016-2018,UK
32,0.000468,0.000468,99118.5,46.3,51.51,Female,2016-2018,UK
33,0.000487,0.000487,99072.2,48.2,50.54,Female,2016-2018,UK
34,0.000534,0.000534,99023.9,52.9,49.56,Female,2016-2018,UK
35,0.000575,0.000575,98971.0,56.9,48.59,Female,2016-2018,UK
36,0.000643,0.000643,98914.1,63.6,47.61,Female,2016-2018,UK
37,0.000724,0.000724,98850.6,71.6,46.64,Female,2016-2018,UK
38,0.000706,0.000706,98779.0,69.7,45.68,Female,2016-2018,UK
39,0.000831,0.000830,98709.2,82.0,44.71,Female,2016-2018,UK
40,0.000869,0.000868,98627.2,85.6,43.75,Female,2016-2018,UK
41,0.000978,0.000978,98541.6,96.3,42.78,Female,2016-2018,UK
42,0.001037,0.001037,98445.3,102.0,41.83,Female,2016-2018,UK
43,0.001168,0.001167,98343.2,114.8,40.87,Female,2016-2018,UK
44,0.001314,0.001313,98228.5,128.9,39.92,Female,2016-2018,UK
45,0.001421,0.001420,98099.5,139.3,38.97,Female,2016-2018,UK
46,0.001524,0.001523,97960.2,149.2,38.02,Female,2016-2018,UK
47,0.001681,0.001679,97811.1,164.3,37.08,Female,2016-2018,UK
48,0.001804,0.001802,97646.8,176.0,36.14,Female,2016-2018,UK
49,0.001916,0.001915,97470.8,186.6,35.21,Female,2016-2018,UK
50,0.002121,0.002119,97284.2,206.1,34.27,Female,2016-2018,UK
51,0.002354,0.002351,97078.0,228.2,33.34,Female,2016-2018,UK
52,0.002575,0.002572,96849.8,249.1,32.42,Female,2016-2018,UK
53,0.002752,0.002748,96600.7,265.4,31.50,Female,2016-2018,UK
54,0.002949,0.002944,96335.3,283.6,30.59,Female,2016-2018,UK
55,0.003262,0.003257,96051.7,312.8,29.68,Female,2016-2018,UK
56,0.003621,0.003614,95738.8,346.0,28.77,Female,2016-2018,UK
57,0.003902,0.003895,95392.8,371.5,27.88,Female,2016-2018,UK
58,0.004337,0.004328,95021.3,411.2,26.98,Female,2016-2018,UK
59,0.004754,0.004743,94610.1,448.7,26.10,Female,2016-2018,UK
60,0.005140,0.005127,94161.4,482.7,25.22,Female,2016-2018,UK
61,0.005645,0.005629,93678.6,527.3,24.35,Female,2016-2018,UK
62,0.006362,0.006342,93151.3,590.8,23.48,Female,2016-2018,UK
63,0.006904,0.006880,92560.6,636.8,22.63,Female,2016-2018,UK
64,0.007432,0.007405,91923.8,680.7,21.78,Female,2016-2018,UK
65,0.008090,0.008057,91243.1,735.2,20.94,Female,2016-2018,UK
66,0.008967,0.008927,90507.9,808.0,20.11,Female,2016-2018,UK
67,0.009642,0.009596,89699.9,860.8,19.28,Female,2016-2018,UK
68,0.010509,0.010454,88839.2,928.7,18.47,Female,2016-2018,UK
69,0.011492,0.011426,87910.4,1004.5,17.65,Female,2016-2018,UK
70,0.012750,0.012669,86906.0,1101.0,16.85,Female,2016-2018,UK
71,0.013950,0.013853,85804.9,1188.6,16.06,Female,2016-2018,UK
72,0.016143,0.016014,84616.3,1355.0,15.28,Female,2016-2018,UK
73,0.017805,0.017648,83261.3,1469.4,14.52,Female,2016-2018,UK
74,0.019595,0.019405,81791.9,1587.2,13.77,Female,2016-2018,UK
75,0.022380,0.022132,80204.7,1775.1,13.04,Female,2016-2018,UK
76,0.025503,0.025182,78429.6,1975.0,12.32,Female,2016-2018,UK
77,0.028326,0.027930,76454.6,2135.4,11.63,Female,2016-2018,UK
78,0.032012,0.031507,74319.1,2341.6,10.95,Female,2016-2018,UK
79,0.035182,0.034574,71977.5,2488.6,10.29,Female,2016-2018,UK
80,0.039899,0.039118,69489.0,2718.3,9.64,Female,2016-2018,UK
81,0.045228,0.044228,66770.7,2953.1,9.01,Female,2016-2018,UK
82,0.051441,0.050151,63817.6,3200.5,8.40,Female,2016-2018,UK
83,0.059675,0.057946,60617.0,3512.5,7.82,Female,2016-2018,UK
84,0.067724,0.065506,57104.5,3740.7,7.27,Female,2016-2018,UK
85,0.077313,0.074436,53363.9,3972.2,6.74,Female,2016-2018,UK
86,0.088894,0.085111,49391.7,4203.8,6.25,Female,2016-2018,UK
87,0.101443,0.096546,45187.9,4362.7,5.78,Female,2016-2018,UK
88,0.116031,0.109669,40825.2,4477.2,5.34,Female,2016-2018,UK
89,0.131115,0.123048,36347.9,4472.6,4.94,Female,2016-2018,UK
90,0.146510,0.136510,31875.4,4351.3,4.56,Female,2016-2018,UK
91,0.166687,0.153864,27524.1,4235.0,4.21,Female,2016-2018,UK
92,0.187417,0.171359,23289.1,3990.8,3.88,Female,2016-2018,UK
93,0.209830,0.189906,19298.3,3664.9,3.58,Female,2016-2018,UK
94,0.233844,0.209365,15633.5,3273.1,3.30,Female,2016-2018,UK
95,0.264280,0.233434,12360.4,2885.3,3.04,Female,2016-2018,UK
96,0.289491,0.252887,9475.0,2396.1,2.82,Female,2016-2018,UK
97,0.321276,0.276810,7078.9,1959.5,2.60,Female,2016-2018,UK
98,0.351893,0.299242,5119.4,1531.9,2.41,Female,2016-2018,UK
99,0.393032,0.328480,3587.5,1178.4,2.22,Female,2016-2018,UK
100,0.42891,0.353171,2409.1,850.8,2.06,Female,2016-2018,UK
0,0.004285,0.004276,100000.0,427.6,79.13,Male,2015-2017,UK
1,0.000274,0.000274,99572.4,27.3,78.47,Male,2015-2017,UK
2,0.000157,0.000157,99545.1,15.6,77.49,Male,2015-2017,UK
3,0.000123,0.000123,99529.5,12.3,76.50,Male,2015-2017,UK
4,0.000104,0.000104,99517.2,10.4,75.51,Male,2015-2017,UK
5,0.000094,0.000094,99506.8,9.3,74.52,Male,2015-2017,UK
6,0.000078,0.000078,99497.5,7.8,73.53,Male,2015-2017,UK
7,0.000084,0.000084,99489.7,8.3,72.53,Male,2015-2017,UK
8,0.000071,0.000071,99481.4,7.0,71.54,Male,2015-2017,UK
9,0.000079,0.000079,99474.4,7.8,70.54,Male,2015-2017,UK
10,0.000078,0.000078,99466.5,7.8,69.55,Male,2015-2017,UK
11,0.000091,0.000091,99458.8,9.1,68.55,Male,2015-2017,UK
12,0.000094,0.000094,99449.7,9.3,67.56,Male,2015-2017,UK
13,0.000105,0.000105,99440.4,10.4,66.57,Male,2015-2017,UK
14,0.000117,0.000117,99429.9,11.7,65.57,Male,2015-2017,UK
15,0.000171,0.000171,99418.3,17.0,64.58,Male,2015-2017,UK
16,0.000222,0.000222,99401.3,22.1,63.59,Male,2015-2017,UK
17,0.000305,0.000305,99379.2,30.3,62.61,Male,2015-2017,UK
18,0.000401,0.000401,99348.8,39.8,61.63,Male,2015-2017,UK
19,0.000438,0.000438,99309.0,43.5,60.65,Male,2015-2017,UK
20,0.000465,0.000465,99265.5,46.2,59.68,Male,2015-2017,UK
21,0.000496,0.000495,99219.3,49.2,58.70,Male,2015-2017,UK
22,0.000495,0.000495,99170.2,49.1,57.73,Male,2015-2017,UK
23,0.000532,0.000532,99121.1,52.7,56.76,Male,2015-2017,UK
24,0.000550,0.000550,99068.4,54.5,55.79,Male,2015-2017,UK
25,0.000649,0.000649,99013.8,64.2,54.82,Male,2015-2017,UK
26,0.000603,0.000603,98949.6,59.6,53.86,Male,2015-2017,UK
27,0.000642,0.000642,98890.0,63.5,52.89,Male,2015-2017,UK
28,0.000702,0.000701,98826.5,69.3,51.92,Male,2015-2017,UK
29,0.000700,0.000700,98757.2,69.1,50.96,Male,2015-2017,UK
30,0.000734,0.000734,98688.1,72.4,49.99,Male,2015-2017,UK
31,0.000777,0.000776,98615.7,76.6,49.03,Male,2015-2017,UK
32,0.000934,0.000934,98539.1,92.0,48.07,Male,2015-2017,UK
33,0.000892,0.000892,98447.1,87.8,47.11,Male,2015-2017,UK
34,0.000978,0.000978,98359.3,96.2,46.15,Male,2015-2017,UK
35,0.001023,0.001023,98263.1,100.5,45.20,Male,2015-2017,UK
36,0.001154,0.001153,98162.6,113.2,44.24,Male,2015-2017,UK
37,0.001181,0.001180,98049.4,115.7,43.30,Male,2015-2017,UK
38,0.001230,0.001229,97933.7,120.4,42.35,Male,2015-2017,UK
39,0.001381,0.001380,97813.3,135.0,41.40,Male,2015-2017,UK
40,0.001485,0.001484,97678.3,145.0,40.45,Male,2015-2017,UK
41,0.001694,0.001693,97533.4,165.1,39.51,Male,2015-2017,UK
42,0.001795,0.001793,97368.3,174.6,38.58,Male,2015-2017,UK
43,0.001973,0.001971,97193.7,191.6,37.65,Male,2015-2017,UK
44,0.002084,0.002082,97002.1,201.9,36.72,Male,2015-2017,UK
45,0.002188,0.002185,96800.2,211.5,35.80,Male,2015-2017,UK
46,0.002351,0.002349,96588.6,226.9,34.87,Male,2015-2017,UK
47,0.002720,0.002716,96361.8,261.8,33.95,Male,2015-2017,UK
48,0.002778,0.002774,96100.0,266.6,33.05,Male,2015-2017,UK
49,0.003092,0.003087,95833.5,295.9,32.14,Male,2015-2017,UK
50,0.003391,0.003385,95537.6,323.4,31.23,Male,2015-2017,UK
51,0.003491,0.003485,95214.2,331.8,30.34,Male,2015-2017,UK
52,0.003806,0.003798,94882.3,360.4,29.44,Male,2015-2017,UK
53,0.003966,0.003959,94522.0,374.2,28.55,Male,2015-2017,UK
54,0.004407,0.004398,94147.8,414.0,27.66,Male,2015-2017,UK
55,0.004922,0.004910,93733.8,460.2,26.78,Male,2015-2017,UK
56,0.005464,0.005449,93273.6,508.2,25.91,Male,2015-2017,UK
57,0.005870,0.005853,92765.3,542.9,25.05,Male,2015-2017,UK
58,0.006385,0.006364,92222.4,586.9,24.20,Male,2015-2017,UK
59,0.007059,0.007034,91635.5,644.5,23.35,Male,2015-2017,UK
60,0.007998,0.007966,90990.9,724.9,22.51,Male,2015-2017,UK
61,0.008661,0.008624,90266.1,778.4,21.69,Male,2015-2017,UK
62,0.009389,0.009345,89487.6,836.3,20.87,Male,2015-2017,UK
63,0.010567,0.010511,88651.4,931.8,20.07,Male,2015-2017,UK
64,0.011552,0.011486,87719.5,1007.5,19.27,Male,2015-2017,UK
65,0.012362,0.012286,86712.0,1065.3,18.49,Male,2015-2017,UK
66,0.013646,0.013553,85646.7,1160.8,17.72,Male,2015-2017,UK
67,0.014783,0.014675,84485.9,1239.8,16.95,Male,2015-2017,UK
68,0.015817,0.015692,83246.1,1306.3,16.20,Male,2015-2017,UK
69,0.017477,0.017326,81939.8,1419.7,15.45,Male,2015-2017,UK
70,0.019117,0.018936,80520.1,1524.7,14.71,Male,2015-2017,UK
71,0.021647,0.021415,78995.4,1691.7,13.98,Male,2015-2017,UK
72,0.023915,0.023633,77303.7,1826.9,13.28,Male,2015-2017,UK
73,0.026421,0.026077,75476.8,1968.2,12.59,Male,2015-2017,UK
74,0.030107,0.029661,73508.7,2180.3,11.91,Male,2015-2017,UK
75,0.033624,0.033068,71328.3,2358.7,11.26,Male,2015-2017,UK
76,0.037316,0.036632,68969.6,2526.5,10.63,Male,2015-2017,UK
77,0.040942,0.040121,66443.1,2665.7,10.01,Male,2015-2017,UK
78,0.045397,0.044389,63777.3,2831.0,9.41,Male,2015-2017,UK
79,0.050805,0.049546,60946.3,3019.7,8.83,Male,2015-2017,UK
80,0.057209,0.055618,57926.6,3221.7,8.26,Male,2015-2017,UK
81,0.063841,0.061866,54704.9,3384.4,7.72,Male,2015-2017,UK
82,0.072328,0.069803,51320.5,3582.3,7.19,Male,2015-2017,UK
83,0.082316,0.079062,47738.2,3774.3,6.70,Male,2015-2017,UK
84,0.092439,0.088356,43963.9,3884.5,6.23,Male,2015-2017,UK
85,0.104368,0.099192,40079.5,3975.6,5.78,Male,2015-2017,UK
86,0.117577,0.111048,36103.9,4009.3,5.36,Male,2015-2017,UK
87,0.132214,0.124015,32094.6,3980.2,4.97,Male,2015-2017,UK
88,0.149246,0.138882,28114.4,3904.6,4.61,Male,2015-2017,UK
89,0.165792,0.153101,24209.8,3706.5,4.27,Male,2015-2017,UK
90,0.183760,0.168297,20503.3,3450.6,3.95,Male,2015-2017,UK
91,0.207082,0.187653,17052.6,3200.0,3.65,Male,2015-2017,UK
92,0.228700,0.205232,13852.7,2843.0,3.37,Male,2015-2017,UK
93,0.255240,0.226353,11009.7,2492.1,3.12,Male,2015-2017,UK
94,0.284778,0.249283,8517.6,2123.3,2.88,Male,2015-2017,UK
95,0.308576,0.267330,6394.3,1709.4,2.67,Male,2015-2017,UK
96,0.344557,0.293921,4684.9,1377.0,2.46,Male,2015-2017,UK
97,0.374919,0.315732,3307.9,1044.4,2.28,Male,2015-2017,UK
98,0.411773,0.341469,2263.5,772.9,2.10,Male,2015-2017,UK
99,0.465404,0.377548,1490.6,562.8,1.93,Male,2015-2017,UK
100,0.524381,0.415453,927.8,385.5,1.8,Male,2015-2017,UK
0,0.003495,0.003489,100000.0,348.9,82.82,Female,2015-2017,UK
1,0.000234,0.000234,99651.1,23.4,82.11,Female,2015-2017,UK
2,0.000143,0.000143,99627.7,14.2,81.13,Female,2015-2017,UK
3,0.000100,0.000100,99613.5,9.9,80.14,Female,2015-2017,UK
4,0.000085,0.000085,99603.6,8.5,79.15,Female,2015-2017,UK
5,0.000071,0.000071,99595.1,7.0,78.16,Female,2015-2017,UK
6,0.000074,0.000074,99588.0,7.4,77.16,Female,2015-2017,UK
7,0.000068,0.000068,99580.7,6.8,76.17,Female,2015-2017,UK
8,0.000062,0.000062,99573.9,6.2,75.17,Female,2015-2017,UK
9,0.000061,0.000061,99567.7,6.0,74.18,Female,2015-2017,UK
10,0.000052,0.000052,99561.7,5.1,73.18,Female,2015-2017,UK
11,0.000073,0.000073,99556.6,7.3,72.18,Female,2015-2017,UK
12,0.000073,0.000073,99549.3,7.3,71.19,Female,2015-2017,UK
13,0.000090,0.000090,99542.0,9.0,70.20,Female,2015-2017,UK
14,0.000107,0.000107,99533.0,10.6,69.20,Female,2015-2017,UK
15,0.000126,0.000126,99522.4,12.5,68.21,Female,2015-2017,UK
16,0.000152,0.000152,99509.8,15.1,67.22,Female,2015-2017,UK
17,0.000154,0.000154,99494.7,15.3,66.23,Female,2015-2017,UK
18,0.000209,0.000209,99479.4,20.8,65.24,Female,2015-2017,UK
19,0.000198,0.000198,99458.6,19.7,64.25,Female,2015-2017,UK
20,0.000200,0.000200,99439.0,19.9,63.26,Female,2015-2017,UK
21,0.000205,0.000205,99419.0,20.4,62.28,Female,2015-2017,UK
22,0.000197,0.000197,99398.6,19.5,61.29,Female,2015-2017,UK
23,0.000217,0.000217,99379.1,21.5,60.30,Female,2015-2017,UK
24,0.000210,0.000210,99357.6,20.9,59.31,Female,2015-2017,UK
25,0.000239,0.000239,99336.6,23.7,58.33,Female,2015-2017,UK
26,0.000265,0.000265,99312.9,26.3,57.34,Female,2015-2017,UK
27,0.000273,0.000273,99286.6,27.1,56.36,Female,2015-2017,UK
28,0.000303,0.000303,99259.5,30.1,55.37,Female,2015-2017,UK
29,0.000325,0.000325,99229.4,32.3,54.39,Female,2015-2017,UK
30,0.000366,0.000365,99197.1,36.3,53.40,Female,2015-2017,UK
31,0.000391,0.000390,99160.9,38.7,52.42,Female,2015-2017,UK
32,0.000468,0.000468,99122.2,46.4,51.44,Female,2015-2017,UK
33,0.000491,0.000491,99075.8,48.6,50.47,Female,2015-2017,UK
34,0.000500,0.000500,99027.1,49.5,49.49,Female,2015-2017,UK
35,0.000578,0.000578,98977.6,57.2,48.52,Female,2015-2017,UK
36,0.000648,0.000648,98920.4,64.1,47.54,Female,2015-2017,UK
37,0.000718,0.000718,98856.3,71.0,46.58,Female,2015-2017,UK
38,0.000718,0.000718,98785.3,70.9,45.61,Female,2015-2017,UK
39,0.000829,0.000829,98714.4,81.8,44.64,Female,2015-2017,UK
40,0.000918,0.000918,98632.6,90.5,43.68,Female,2015-2017,UK
41,0.000963,0.000963,98542.1,94.9,42.72,Female,2015-2017,UK
42,0.001064,0.001063,98447.2,104.7,41.76,Female,2015-2017,UK
43,0.001132,0.001132,98342.5,111.3,40.80,Female,2015-2017,UK
44,0.001281,0.001280,98231.2,125.8,39.85,Female,2015-2017,UK
45,0.001427,0.001426,98105.5,139.9,38.90,Female,2015-2017,UK
46,0.001513,0.001511,97965.6,148.1,37.95,Female,2015-2017,UK
47,0.001640,0.001638,97817.5,160.2,37.01,Female,2015-2017,UK
48,0.001762,0.001760,97657.3,171.9,36.07,Female,2015-2017,UK
49,0.001907,0.001905,97485.4,185.7,35.13,Female,2015-2017,UK
50,0.002133,0.002131,97299.7,207.4,34.20,Female,2015-2017,UK
51,0.002345,0.002342,97092.3,227.4,33.27,Female,2015-2017,UK
52,0.002572,0.002569,96864.9,248.8,32.35,Female,2015-2017,UK
53,0.002804,0.002800,96616.1,270.5,31.43,Female,2015-2017,UK
54,0.003012,0.003007,96345.6,289.7,30.52,Female,2015-2017,UK
55,0.003287,0.003281,96055.8,315.2,29.61,Female,2015-2017,UK
56,0.003613,0.003607,95740.6,345.3,28.70,Female,2015-2017,UK
57,0.003867,0.003860,95395.3,368.2,27.80,Female,2015-2017,UK
58,0.004242,0.004233,95027.1,402.3,26.91,Female,2015-2017,UK
59,0.004791,0.004779,94624.8,452.2,26.02,Female,2015-2017,UK
60,0.005200,0.005187,94172.6,488.5,25.14,Female,2015-2017,UK
61,0.005662,0.005646,93684.2,528.9,24.27,Female,2015-2017,UK
62,0.006337,0.006317,93155.2,588.5,23.41,Female,2015-2017,UK
63,0.006920,0.006896,92566.8,638.4,22.55,Female,2015-2017,UK
64,0.007395,0.007367,91928.4,677.3,21.71,Female,2015-2017,UK
65,0.007965,0.007934,91251.1,724.0,20.86,Female,2015-2017,UK
66,0.008981,0.008941,90527.2,809.4,20.03,Female,2015-2017,UK
67,0.009712,0.009665,89717.8,867.1,19.20,Female,2015-2017,UK
68,0.010453,0.010399,88850.6,923.9,18.39,Female,2015-2017,UK
69,0.011634,0.011567,87926.7,1017.0,17.57,Female,2015-2017,UK
70,0.012809,0.012727,86909.7,1106.1,16.77,Female,2015-2017,UK
71,0.014413,0.014310,85803.6,1227.8,15.98,Female,2015-2017,UK
72,0.016094,0.015966,84575.8,1350.3,15.21,Female,2015-2017,UK
73,0.018181,0.018017,83225.4,1499.5,14.45,Female,2015-2017,UK
74,0.019958,0.019760,81725.9,1614.9,13.70,Female,2015-2017,UK
75,0.022583,0.022331,80111.0,1789.0,12.97,Female,2015-2017,UK
76,0.025913,0.025582,78322.0,2003.6,12.25,Female,2015-2017,UK
77,0.027951,0.027566,76318.4,2103.8,11.56,Female,2015-2017,UK
78,0.032020,0.031515,74214.7,2338.9,10.88,Female,2015-2017,UK
79,0.035384,0.034768,71875.8,2499.0,10.21,Female,2015-2017,UK
80,0.040710,0.039898,69376.8,2768.0,9.56,Female,2015-2017,UK
81,0.045914,0.044883,66608.8,2989.6,8.94,Female,2015-2017,UK
82,0.052749,0.051393,63619.2,3269.6,8.34,Female,2015-2017,UK
83,0.060531,0.058753,60349.5,3545.7,7.76,Female,2015-2017,UK
84,0.069486,0.067153,56803.8,3814.6,7.21,Female,2015-2017,UK
85,0.078523,0.075557,52989.3,4003.7,6.70,Female,2015-2017,UK
86,0.090193,0.086301,48985.6,4227.5,6.20,Female,2015-2017,UK
87,0.102332,0.097351,44758.1,4357.3,5.74,Female,2015-2017,UK
88,0.117480,0.110962,40400.8,4483.0,5.31,Female,2015-2017,UK
89,0.132943,0.124657,35917.9,4477.4,4.91,Female,2015-2017,UK
90,0.148774,0.138473,31440.5,4353.7,4.54,Female,2015-2017,UK
91,0.167691,0.154718,27086.8,4190.8,4.19,Female,2015-2017,UK
92,0.189180,0.172832,22896.0,3957.1,3.86,Female,2015-2017,UK
93,0.211242,0.191062,18938.8,3618.5,3.56,Female,2015-2017,UK
94,0.236987,0.211881,15320.3,3246.1,3.29,Female,2015-2017,UK
95,0.259713,0.229863,12074.3,2775.4,3.04,Female,2015-2017,UK
96,0.293532,0.255965,9298.8,2380.2,2.79,Female,2015-2017,UK
97,0.321487,0.276966,6918.7,1916.2,2.58,Female,2015-2017,UK
98,0.363837,0.307836,5002.4,1539.9,2.38,Female,2015-2017,UK
99,0.396643,0.330999,3462.5,1146.1,2.21,Female,2015-2017,UK
100,0.430446,0.354212,2316.4,820.5,2.06,Female,2015-2017,UK
0,0.004234,0.004225,100000.0,422.5,79.13,Male,2014-2016,UK
1,0.000309,0.000309,99577.5,30.8,78.47,Male,2014-2016,UK
2,0.000166,0.000166,99546.8,16.5,77.49,Male,2014-2016,UK
3,0.000129,0.000129,99530.3,12.8,76.50,Male,2014-2016,UK
4,0.000091,0.000091,99517.5,9.0,75.51,Male,2014-2016,UK
5,0.000093,0.000093,99508.4,9.3,74.52,Male,2014-2016,UK
6,0.000091,0.000091,99499.2,9.1,73.53,Male,2014-2016,UK
7,0.000086,0.000086,99490.1,8.5,72.53,Male,2014-2016,UK
8,0.000066,0.000066,99481.6,6.6,71.54,Male,2014-2016,UK
9,0.000085,0.000085,99475.0,8.5,70.54,Male,2014-2016,UK
10,0.000094,0.000094,99466.5,9.4,69.55,Male,2014-2016,UK
11,0.000099,0.000099,99457.1,9.8,68.56,Male,2014-2016,UK
12,0.000095,0.000095,99447.2,9.4,67.56,Male,2014-2016,UK
13,0.000101,0.000101,99437.8,10.0,66.57,Male,2014-2016,UK
14,0.000126,0.000126,99427.8,12.5,65.58,Male,2014-2016,UK
15,0.000160,0.000160,99415.3,15.9,64.58,Male,2014-2016,UK
16,0.000216,0.000216,99399.4,21.4,63.59,Male,2014-2016,UK
17,0.000299,0.000299,99378.0,29.7,62.61,Male,2014-2016,UK
18,0.000415,0.000415,99348.3,41.3,61.63,Male,2014-2016,UK
19,0.000451,0.000450,99307.1,44.7,60.65,Male,2014-2016,UK
20,0.000470,0.000470,99262.3,46.7,59.68,Male,2014-2016,UK
21,0.000506,0.000505,99215.7,50.1,58.71,Male,2014-2016,UK
22,0.000500,0.000500,99165.5,49.6,57.74,Male,2014-2016,UK
23,0.000560,0.000560,99116.0,55.5,56.76,Male,2014-2016,UK
24,0.000565,0.000565,99060.4,56.0,55.80,Male,2014-2016,UK
25,0.000612,0.000612,99004.5,60.6,54.83,Male,2014-2016,UK
26,0.000656,0.000656,98943.9,64.9,53.86,Male,2014-2016,UK
27,0.000654,0.000653,98879.0,64.6,52.90,Male,2014-2016,UK
28,0.000684,0.000684,98814.3,67.6,51.93,Male,2014-2016,UK
29,0.000709,0.000709,98746.7,70.0,50.96,Male,2014-2016,UK
30,0.000751,0.000750,98676.7,74.1,50.00,Male,2014-2016,UK
31,0.000769,0.000769,98602.7,75.8,49.04,Male,2014-2016,UK
32,0.000905,0.000905,98526.9,89.1,48.08,Male,2014-2016,UK
33,0.000888,0.000888,98437.7,87.4,47.12,Male,2014-2016,UK
34,0.000967,0.000967,98350.4,95.1,46.16,Male,2014-2016,UK
35,0.001021,0.001021,98255.3,100.3,45.20,Male,2014-2016,UK
36,0.001087,0.001086,98155.0,106.6,44.25,Male,2014-2016,UK
37,0.001134,0.001133,98048.3,111.1,43.30,Male,2014-2016,UK
