age,mx,qx,lx,dx,ex,sex,period,Country
97,0.387389,0.324529,3103.0,1007.0,2.25,Male,2018-2020,UK
98,0.418791,0.346281,2096.0,725.8,2.09,Male,2018-2020,UK
99,0.465428,0.377564,1370.2,517.3,1.94,Male,2018-2020,UK
100,0.502675,0.40171,852.8,342.6,1.81,Male,2018-2020,UK
0,0.003513,0.003506,100000.0,350.6,82.80,Female,2018-2020,UK
1,0.000218,0.000218,99649.4,21.7,82.09,Female,2018-2020,UK
2,0.000118,0.000118,99627.6,11.7,81.11,Female,2018-2020,UK
3,0.000098,0.000098,99615.9,9.8,80.12,Female,2018-2020,UK
4,0.000066,0.000066,99606.1,6.6,79.13,Female,2018-2020,UK
5,0.000077,0.000077,99599.5,7.7,78.13,Female,2018-2020,UK
6,0.000074,0.000074,99591.8,7.4,77.14,Female,2018-2020,UK
7,0.000057,0.000057,99584.5,5.6,76.14,Female,2018-2020,UK
8,0.000060,0.000060,99578.9,5.9,75.15,Female,2018-2020,UK
9,0.000052,0.000052,99572.9,5.2,74.15,Female,2018-2020,UK
10,0.000067,0.000067,99567.7,6.7,73.15,Female,2018-2020,UK
11,0.000056,0.000056,99561.1,5.6,72.16,Female,2018-2020,UK
12,0.000058,0.000058,99555.5,5.7,71.16,Female,2018-2020,UK
13,0.000088,0.000088,99549.8,8.7,70.17,Female,2018-2020,UK
14,0.000096,0.000096,99541.0,9.6,69.17,Female,2018-2020,UK
15,0.000112,0.000112,99531.4,11.1,68.18,Female,2018-2020,UK
16,0.000130,0.000130,99520.3,12.9,67.19,Female,2018-2020,UK
17,0.000157,0.000157,99507.4,15.6,66.20,Female,2018-2020,UK
18,0.000216,0.000216,99491.8,21.4,65.21,Female,2018-2020,UK
19,0.000207,0.000207,99470.4,20.6,64.22,Female,2018-2020,UK
20,0.000184,0.000184,99449.8,18.3,63.23,Female,2018-2020,UK
21,0.000206,0.000206,99431.5,20.5,62.25,Female,2018-2020,UK
22,0.000238,0.000238,99411.0,23.6,61.26,Female,2018-2020,UK
23,0.000207,0.000207,99387.4,20.6,60.27,Female,2018-2020,UK
24,0.000219,0.000219,99366.8,21.7,59.28,Female,2018-2020,UK
25,0.000254,0.000254,99345.1,25.2,58.30,Female,2018-2020,UK
26,0.000253,0.000253,99319.9,25.1,57.31,Female,2018-2020,UK
27,0.000303,0.000303,99294.7,30.0,56.33,Female,2018-2020,UK
28,0.000304,0.000304,99264.7,30.2,55.34,Female,2018-2020,UK
29,0.000325,0.000325,99234.5,32.2,54.36,Female,2018-2020,UK
30,0.000369,0.000369,99202.3,36.6,53.38,Female,2018-2020,UK
31,0.000378,0.000378,99165.7,37.5,52.40,Female,2018-2020,UK
32,0.000447,0.000447,99128.1,44.3,51.42,Female,2018-2020,UK
33,0.000476,0.000476,99083.8,47.1,50.44,Female,2018-2020,UK
34,0.000564,0.000564,99036.7,55.9,49.46,Female,2018-2020,UK
35,0.000574,0.000574,98980.8,56.8,48.49,Female,2018-2020,UK
36,0.000663,0.000663,98924.0,65.6,47.52,Female,2018-2020,UK
37,0.000747,0.000747,98858.4,73.8,46.55,Female,2018-2020,UK
38,0.000776,0.000776,98784.6,76.6,45.58,Female,2018-2020,UK
39,0.000850,0.000850,98708.0,83.9,44.62,Female,2018-2020,UK
40,0.000902,0.000902,98624.1,88.9,43.66,Female,2018-2020,UK
41,0.000982,0.000982,98535.2,96.7,42.70,Female,2018-2020,UK
42,0.001084,0.001083,98438.5,106.6,41.74,Female,2018-2020,UK
43,0.001218,0.001217,98331.8,119.7,40.78,Female,2018-2020,UK
44,0.001322,0.001321,98212.1,129.8,39.83,Female,2018-2020,UK
45,0.001462,0.001461,98082.4,143.3,38.88,Female,2018-2020,UK
46,0.001608,0.001607,97939.0,157.4,37.94,Female,2018-2020,UK
47,0.001726,0.001725,97781.7,168.6,37.00,Female,2018-2020,UK
48,0.001943,0.001941,97613.0,189.5,36.06,Female,2018-2020,UK
49,0.002028,0.002026,97423.5,197.4,35.13,Female,2018-2020,UK
50,0.002211,0.002209,97226.2,214.7,34.20,Female,2018-2020,UK
51,0.002432,0.002429,97011.4,235.6,33.28,Female,2018-2020,UK
52,0.002567,0.002564,96775.8,248.1,32.36,Female,2018-2020,UK
53,0.002754,0.002750,96527.7,265.5,31.44,Female,2018-2020,UK
54,0.002961,0.002957,96262.3,284.6,30.52,Female,2018-2020,UK
55,0.003284,0.003278,95977.6,314.6,29.61,Female,2018-2020,UK
56,0.003636,0.003629,95663.0,347.2,28.71,Female,2018-2020,UK
57,0.003934,0.003927,95315.8,374.3,27.81,Female,2018-2020,UK
58,0.004381,0.004371,94941.6,415.0,26.92,Female,2018-2020,UK
59,0.004727,0.004716,94526.6,445.8,26.03,Female,2018-2020,UK
60,0.005278,0.005264,94080.8,495.3,25.16,Female,2018-2020,UK
61,0.005677,0.005660,93585.5,529.7,24.29,Female,2018-2020,UK
62,0.006518,0.006497,93055.7,604.6,23.42,Female,2018-2020,UK
63,0.006904,0.006880,92451.2,636.1,22.57,Female,2018-2020,UK
64,0.007472,0.007444,91815.1,683.5,21.72,Female,2018-2020,UK
65,0.008224,0.008190,91131.6,746.4,20.88,Female,2018-2020,UK
66,0.008889,0.008850,90385.2,799.9,20.05,Female,2018-2020,UK
67,0.009695,0.009648,89585.3,864.3,19.23,Female,2018-2020,UK
68,0.010769,0.010712,88721.0,950.3,18.41,Female,2018-2020,UK
69,0.011645,0.011578,87770.6,1016.2,17.60,Female,2018-2020,UK
70,0.013110,0.013024,86754.4,1129.9,16.80,Female,2018-2020,UK
71,0.013839,0.013744,85624.5,1176.8,16.02,Female,2018-2020,UK
72,0.015732,0.015609,84447.7,1318.2,15.23,Female,2018-2020,UK
73,0.017569,0.017416,83129.6,1447.8,14.47,Female,2018-2020,UK
74,0.020065,0.019866,81681.8,1622.7,13.72,Female,2018-2020,UK
75,0.022178,0.021934,80059.1,1756.0,12.98,Female,2018-2020,UK
76,0.024885,0.024579,78303.1,1924.6,12.26,Female,2018-2020,UK
77,0.028527,0.028126,76378.4,2148.2,11.56,Female,2018-2020,UK
78,0.032140,0.031631,74230.2,2348.0,10.88,Female,2018-2020,UK
79,0.036623,0.035964,71882.2,2585.2,10.22,Female,2018-2020,UK
80,0.040659,0.039849,69297.0,2761.4,9.58,Female,2018-2020,UK
81,0.046478,0.045423,66535.6,3022.2,8.96,Female,2018-2020,UK
82,0.051869,0.050558,63513.4,3211.1,8.36,Female,2018-2020,UK
83,0.059409,0.057695,60302.3,3479.1,7.78,Female,2018-2020,UK
84,0.068051,0.065811,56823.1,3739.6,7.23,Female,2018-2020,UK
85,0.077466,0.074578,53083.5,3958.8,6.70,Female,2018-2020,UK
86,0.089205,0.085396,49124.7,4195.0,6.20,Female,2018-2020,UK
87,0.102139,0.097176,44929.6,4366.1,5.73,Female,2018-2020,UK
88,0.115909,0.109559,40563.6,4444.1,5.29,Female,2018-2020,UK
89,0.132294,0.124086,36119.4,4481.9,4.88,Female,2018-2020,UK
90,0.148879,0.138565,31637.5,4383.8,4.51,Female,2018-2020,UK
91,0.168995,0.155828,27253.7,4246.9,4.15,Female,2018-2020,UK
92,0.190431,0.173875,23006.8,4000.3,3.82,Female,2018-2020,UK
93,0.214195,0.193474,19006.5,3677.3,3.52,Female,2018-2020,UK
94,0.238099,0.212769,15329.2,3261.6,3.25,Female,2018-2020,UK
95,0.267959,0.236300,12067.6,2851.6,2.99,Female,2018-2020,UK
96,0.298292,0.259577,9216.1,2392.3,2.76,Female,2018-2020,UK
97,0.330809,0.283858,6823.8,1937.0,2.55,Female,2018-2020,UK
98,0.361769,0.306354,4886.8,1497.1,2.37,Female,2018-2020,UK
99,0.391742,0.327579,3389.7,1110.4,2.19,Female,2018-2020,UK
100,0.43994,0.360616,2279.3,822,2.02,Female,2018-2020,UK
0,0.004277,0.004268,100000.0,426.8,79.29,Male,2017-2019,UK
1,0.000247,0.000247,99573.2,24.6,78.63,Male,2017-2019,UK
2,0.000135,0.000135,99548.6,13.5,77.65,Male,2017-2019,UK
3,0.000104,0.000104,99535.2,10.3,76.66,Male,2017-2019,UK
4,0.000101,0.000101,99524.8,10.0,75.67,Male,2017-2019,UK
5,0.000088,0.000088,99514.8,8.8,74.67,Male,2017-2019,UK
6,0.000091,0.000091,99506.0,9.0,73.68,Male,2017-2019,UK
7,0.000070,0.000070,99497.0,7.0,72.69,Male,2017-2019,UK
8,0.000068,0.000068,99490.0,6.8,71.69,Male,2017-2019,UK
9,0.000060,0.000060,99483.2,6.0,70.70,Male,2017-2019,UK
10,0.000075,0.000075,99477.2,7.5,69.70,Male,2017-2019,UK
11,0.000087,0.000087,99469.7,8.6,68.71,Male,2017-2019,UK
12,0.000106,0.000106,99461.1,10.5,67.71,Male,2017-2019,UK
13,0.000127,0.000127,99450.6,12.6,66.72,Male,2017-2019,UK
14,0.000120,0.000120,99438.0,11.9,65.73,Male,2017-2019,UK
15,0.000173,0.000173,99426.1,17.2,64.74,Male,2017-2019,UK
16,0.000227,0.000227,99408.9,22.5,63.75,Male,2017-2019,UK
17,0.000318,0.000318,99386.4,31.6,62.76,Male,2017-2019,UK
18,0.000404,0.000404,99354.8,40.1,61.78,Male,2017-2019,UK
19,0.000451,0.000451,99314.7,44.8,60.81,Male,2017-2019,UK
20,0.000508,0.000508,99269.9,50.4,59.83,Male,2017-2019,UK
21,0.000516,0.000516,99219.5,51.2,58.86,Male,2017-2019,UK
22,0.000511,0.000511,99168.3,50.7,57.89,Male,2017-2019,UK
23,0.000514,0.000514,99117.6,51.0,56.92,Male,2017-2019,UK
24,0.000569,0.000569,99066.7,56.4,55.95,Male,2017-2019,UK
25,0.000625,0.000625,99010.3,61.9,54.98,Male,2017-2019,UK
26,0.000611,0.000611,98948.4,60.5,54.02,Male,2017-2019,UK
27,0.000650,0.000650,98887.9,64.3,53.05,Male,2017-2019,UK
28,0.000725,0.000725,98823.6,71.6,52.08,Male,2017-2019,UK
29,0.000756,0.000755,98752.0,74.6,51.12,Male,2017-2019,UK
30,0.000786,0.000786,98677.4,77.6,50.16,Male,2017-2019,UK
31,0.000844,0.000844,98599.8,83.2,49.20,Male,2017-2019,UK
32,0.000842,0.000842,98516.6,82.9,48.24,Male,2017-2019,UK
33,0.000935,0.000935,98433.7,92.0,47.28,Male,2017-2019,UK
34,0.000961,0.000960,98341.7,94.4,46.32,Male,2017-2019,UK
35,0.001075,0.001074,98247.2,105.5,45.37,Male,2017-2019,UK
36,0.001146,0.001145,98141.7,112.4,44.42,Male,2017-2019,UK
37,0.001304,0.001303,98029.3,127.7,43.47,Male,2017-2019,UK
38,0.001258,0.001258,97901.6,123.1,42.52,Male,2017-2019,UK
39,0.001390,0.001389,97778.5,135.8,41.58,Male,2017-2019,UK
40,0.001520,0.001518,97642.6,148.3,40.63,Male,2017-2019,UK
41,0.001660,0.001659,97494.3,161.7,39.69,Male,2017-2019,UK
42,0.001805,0.001804,97332.6,175.6,38.76,Male,2017-2019,UK
43,0.001982,0.001980,97157.1,192.4,37.83,Male,2017-2019,UK
44,0.002073,0.002071,96964.7,200.8,36.90,Male,2017-2019,UK
45,0.002330,0.002327,96763.8,225.2,35.98,Male,2017-2019,UK
46,0.002472,0.002469,96538.6,238.4,35.06,Male,2017-2019,UK
47,0.002679,0.002676,96300.2,257.7,34.15,Male,2017-2019,UK
48,0.002826,0.002822,96042.6,271.0,33.24,Male,2017-2019,UK
49,0.003157,0.003152,95771.6,301.9,32.33,Male,2017-2019,UK
50,0.003353,0.003347,95469.7,319.6,31.43,Male,2017-2019,UK
51,0.003589,0.003582,95150.1,340.9,30.53,Male,2017-2019,UK
52,0.003898,0.003890,94809.3,368.8,29.64,Male,2017-2019,UK
53,0.004117,0.004109,94440.5,388.1,28.75,Male,2017-2019,UK
54,0.004475,0.004465,94052.4,420.0,27.87,Male,2017-2019,UK
55,0.004761,0.004750,93632.5,444.7,26.99,Male,2017-2019,UK
56,0.005393,0.005379,93187.7,501.2,26.12,Male,2017-2019,UK
57,0.005859,0.005842,92686.5,541.5,25.26,Male,2017-2019,UK
58,0.006382,0.006362,92145.0,586.2,24.40,Male,2017-2019,UK
59,0.006926,0.006902,91558.8,632.0,23.56,Male,2017-2019,UK
60,0.007618,0.007589,90926.8,690.0,22.72,Male,2017-2019,UK
61,0.008353,0.008318,90236.8,750.6,21.89,Male,2017-2019,UK
62,0.009297,0.009253,89486.2,828.1,21.07,Male,2017-2019,UK
63,0.010270,0.010218,88658.1,905.9,20.26,Male,2017-2019,UK
64,0.011060,0.011000,87752.3,965.2,19.46,Male,2017-2019,UK
65,0.012159,0.012085,86787.0,1048.8,18.67,Male,2017-2019,UK
66,0.013492,0.013402,85738.2,1149.0,17.90,Male,2017-2019,UK
67,0.014621,0.014515,84589.1,1227.8,17.13,Male,2017-2019,UK
68,0.015969,0.015842,83361.4,1320.6,16.38,Male,2017-2019,UK
69,0.017583,0.017430,82040.7,1429.9,15.63,Male,2017-2019,UK
70,0.018608,0.018436,80610.8,1486.2,14.90,Male,2017-2019,UK
71,0.020641,0.020430,79124.6,1616.5,14.17,Male,2017-2019,UK
72,0.022751,0.022495,77508.1,1743.5,13.46,Male,2017-2019,UK
73,0.026016,0.025682,75764.5,1945.8,12.76,Male,2017-2019,UK
74,0.028696,0.028290,73818.7,2088.3,12.08,Male,2017-2019,UK
75,0.032064,0.031558,71730.4,2263.7,11.42,Male,2017-2019,UK
76,0.035952,0.035317,69466.7,2453.4,10.77,Male,2017-2019,UK
77,0.039875,0.039095,67013.4,2619.9,10.15,Male,2017-2019,UK
78,0.044868,0.043884,64393.5,2825.8,9.54,Male,2017-2019,UK
79,0.049738,0.048532,61567.6,2988.0,8.96,Male,2017-2019,UK
80,0.056013,0.054487,58579.7,3191.9,8.39,Male,2017-2019,UK
81,0.062551,0.060654,55387.8,3359.5,7.84,Male,2017-2019,UK
82,0.069546,0.067209,52028.3,3496.8,7.31,Male,2017-2019,UK
83,0.079284,0.076260,48531.5,3701.0,6.81,Male,2017-2019,UK
84,0.089470,0.085639,44830.5,3839.2,6.33,Male,2017-2019,UK
85,0.100355,0.095560,40991.2,3917.1,5.87,Male,2017-2019,UK
86,0.114377,0.108189,37074.1,4011.0,5.44,Male,2017-2019,UK
87,0.128397,0.120651,33063.1,3989.1,5.04,Male,2017-2019,UK
88,0.146466,0.136472,29074.0,3967.8,4.66,Male,2017-2019,UK
89,0.166001,0.153279,25106.2,3848.2,4.32,Male,2017-2019,UK
90,0.178057,0.163501,21258.0,3475.7,4.01,Male,2017-2019,UK
91,0.202102,0.183554,17782.3,3264.0,3.70,Male,2017-2019,UK
92,0.224827,0.202107,14518.3,2934.2,3.42,Male,2017-2019,UK
93,0.249055,0.221476,11584.0,2565.6,3.15,Male,2017-2019,UK
94,0.278350,0.244344,9018.4,2203.6,2.91,Male,2017-2019,UK
95,0.310624,0.268866,6814.8,1832.3,2.69,Male,2017-2019,UK
96,0.345548,0.294642,4982.6,1468.1,2.49,Male,2017-2019,UK
97,0.370506,0.312596,3514.5,1098.6,2.33,Male,2017-2019,UK
98,0.399462,0.332960,2415.9,804.4,2.16,Male,2017-2019,UK
99,0.460612,0.374388,1611.5,603.3,1.98,Male,2017-2019,UK
100,0.492179,0.394979,1008.2,398.2,1.87,Male,2017-2019,UK
0,0.003544,0.003538,100000.0,353.8,83.01,Female,2017-2019,UK
1,0.000217,0.000217,99646.2,21.6,82.30,Female,2017-2019,UK
2,0.000130,0.000130,99624.6,13.0,81.32,Female,2017-2019,UK
3,0.000101,0.000101,99611.7,10.1,80.33,Female,2017-2019,UK
4,0.000070,0.000070,99601.5,7.0,79.34,Female,2017-2019,UK
5,0.000089,0.000089,99594.6,8.9,78.35,Female,2017-2019,UK
6,0.000084,0.000084,99585.7,8.4,77.35,Female,2017-2019,UK
7,0.000064,0.000064,99577.3,6.4,76.36,Female,2017-2019,UK
8,0.000065,0.000065,99570.9,6.5,75.36,Female,2017-2019,UK
9,0.000053,0.000053,99564.4,5.3,74.37,Female,2017-2019,UK
10,0.000065,0.000065,99559.1,6.5,73.37,Female,2017-2019,UK
11,0.000066,0.000066,99552.6,6.6,72.38,Female,2017-2019,UK
12,0.000060,0.000060,99546.0,6.0,71.38,Female,2017-2019,UK
13,0.000081,0.000081,99540.0,8.1,70.39,Female,2017-2019,UK
14,0.000100,0.000100,99531.9,9.9,69.39,Female,2017-2019,UK
15,0.000112,0.000112,99522.0,11.1,68.40,Female,2017-2019,UK
16,0.000146,0.000146,99510.9,14.5,67.41,Female,2017-2019,UK
17,0.000159,0.000159,99496.3,15.8,66.42,Female,2017-2019,UK
18,0.000226,0.000226,99480.6,22.5,65.43,Female,2017-2019,UK
19,0.000196,0.000196,99458.0,19.5,64.44,Female,2017-2019,UK
20,0.000186,0.000186,99438.5,18.5,63.45,Female,2017-2019,UK
21,0.000205,0.000205,99420.1,20.4,62.47,Female,2017-2019,UK
22,0.000219,0.000219,99399.7,21.8,61.48,Female,2017-2019,UK
23,0.000210,0.000210,99377.9,20.9,60.49,Female,2017-2019,UK
24,0.000216,0.000216,99357.0,21.5,59.50,Female,2017-2019,UK
25,0.000249,0.000249,99335.5,24.7,58.52,Female,2017-2019,UK
26,0.000257,0.000257,99310.8,25.5,57.53,Female,2017-2019,UK
27,0.000286,0.000286,99285.3,28.4,56.55,Female,2017-2019,UK
28,0.000307,0.000307,99256.9,30.5,55.56,Female,2017-2019,UK
29,0.000308,0.000308,99226.4,30.6,54.58,Female,2017-2019,UK
30,0.000356,0.000356,99195.9,35.3,53.60,Female,2017-2019,UK
31,0.000379,0.000379,99160.5,37.5,52.62,Female,2017-2019,UK
32,0.000437,0.000437,99123.0,43.3,51.64,Female,2017-2019,UK
33,0.000472,0.000471,99079.7,46.7,50.66,Female,2017-2019,UK
34,0.000541,0.000541,99032.9,53.5,49.68,Female,2017-2019,UK
35,0.000570,0.000570,98979.4,56.4,48.71,Female,2017-2019,UK
36,0.000633,0.000633,98923.0,62.6,47.74,Female,2017-2019,UK
37,0.000770,0.000769,98860.4,76.1,46.77,Female,2017-2019,UK
38,0.000717,0.000717,98784.4,70.8,45.80,Female,2017-2019,UK
39,0.000832,0.000832,98713.5,82.1,44.83,Female,2017-2019,UK
40,0.000884,0.000883,98631.4,87.1,43.87,Female,2017-2019,UK
41,0.000967,0.000966,98544.3,95.2,42.91,Female,2017-2019,UK
42,0.001056,0.001055,98449.1,103.9,41.95,Female,2017-2019,UK
43,0.001153,0.001152,98345.2,113.3,40.99,Female,2017-2019,UK
44,0.001298,0.001298,98231.9,127.5,40.04,Female,2017-2019,UK
45,0.001410,0.001409,98104.4,138.3,39.09,Female,2017-2019,UK
46,0.001547,0.001546,97966.1,151.4,38.15,Female,2017-2019,UK
47,0.001675,0.001674,97814.7,163.7,37.20,Female,2017-2019,UK
48,0.001818,0.001816,97650.9,177.3,36.27,Female,2017-2019,UK
49,0.001919,0.001917,97473.6,186.9,35.33,Female,2017-2019,UK
50,0.002147,0.002144,97286.7,208.6,34.40,Female,2017-2019,UK
51,0.002341,0.002338,97078.1,227.0,33.47,Female,2017-2019,UK
52,0.002548,0.002545,96851.1,246.5,32.55,Female,2017-2019,UK
53,0.002692,0.002688,96604.6,259.7,31.63,Female,2017-2019,UK
54,0.002910,0.002906,96344.9,280.0,30.71,Female,2017-2019,UK
55,0.003189,0.003184,96064.9,305.9,29.80,Female,2017-2019,UK
56,0.003539,0.003533,95759.1,338.3,28.90,Female,2017-2019,UK
57,0.003818,0.003810,95420.8,363.6,28.00,Female,2017-2019,UK
58,0.004242,0.004233,95057.2,402.4,27.10,Female,2017-2019,UK
59,0.004636,0.004625,94654.8,437.8,26.21,Female,2017-2019,UK
60,0.005085,0.005073,94217.0,477.9,25.33,Female,2017-2019,UK
61,0.005538,0.005522,93739.1,517.7,24.46,Female,2017-2019,UK
62,0.006322,0.006302,93221.4,587.5,23.59,Female,2017-2019,UK
63,0.006788,0.006765,92634.0,626.7,22.74,Female,2017-2019,UK
64,0.007356,0.007329,92007.3,674.3,21.89,Female,2017-2019,UK
65,0.008087,0.008055,91333.0,735.7,21.05,Female,2017-2019,UK
66,0.008680,0.008642,90597.3,783.0,20.22,Female,2017-2019,UK
67,0.009506,0.009461,89814.3,849.8,19.39,Female,2017-2019,UK
68,0.010479,0.010424,88964.6,927.4,18.57,Female,2017-2019,UK
69,0.011454,0.011389,88037.2,1002.6,17.76,Female,2017-2019,UK
70,0.012599,0.012520,87034.6,1089.7,16.96,Female,2017-2019,UK
71,0.013508,0.013417,85944.9,1153.1,16.17,Female,2017-2019,UK
72,0.015451,0.015332,84791.8,1300.1,15.38,Female,2017-2019,UK
73,0.017623,0.017469,83491.7,1458.5,14.61,Female,2017-2019,UK
74,0.019485,0.019297,82033.2,1583.0,13.86,Female,2017-2019,UK
75,0.021798,0.021563,80450.2,1734.7,13.12,Female,2017-2019,UK
76,0.024673,0.024372,78715.5,1918.5,12.40,Female,2017-2019,UK
77,0.027847,0.027464,76797.0,2109.2,11.70,Female,2017-2019,UK
78,0.031627,0.031135,74687.9,2325.4,11.02,Female,2017-2019,UK
79,0.035277,0.034666,72362.5,2508.5,10.35,Female,2017-2019,UK
80,0.039433,0.038671,69854.0,2701.3,9.71,Female,2017-2019,UK
81,0.044876,0.043891,67152.7,2947.4,9.08,Female,2017-2019,UK
82,0.050589,0.049341,64205.3,3167.9,8.47,Female,2017-2019,UK
83,0.058391,0.056735,61037.3,3462.9,7.89,Female,2017-2019,UK
84,0.066676,0.064525,57574.4,3715.0,7.33,Female,2017-2019,UK
85,0.075853,0.073081,53859.4,3936.1,6.80,Female,2017-2019,UK
86,0.087650,0.083970,49923.3,4192.1,6.30,Female,2017-2019,UK
87,0.099369,0.094665,45731.3,4329.2,5.83,Female,2017-2019,UK
88,0.114361,0.108175,41402.1,4478.7,5.39,Female,2017-2019,UK
89,0.128548,0.120785,36923.4,4459.8,4.98,Female,2017-2019,UK
90,0.144783,0.135010,32463.6,4382.9,4.60,Female,2017-2019,UK
91,0.164540,0.152032,28080.7,4269.2,4.23,Female,2017-2019,UK
92,0.184975,0.169315,23811.5,4031.7,3.90,Female,2017-2019,UK
93,0.207071,0.187643,19779.9,3711.6,3.60,Female,2017-2019,UK
94,0.232842,0.208561,16068.3,3351.2,3.31,Female,2017-2019,UK
95,0.263153,0.232554,12717.1,2957.4,3.05,Female,2017-2019,UK
96,0.291975,0.254781,9759.7,2486.6,2.83,Female,2017-2019,UK
97,0.315049,0.272175,7273.1,1979.6,2.63,Female,2017-2019,UK
98,0.351025,0.298614,5293.5,1580.7,2.42,Female,2017-2019,UK
99,0.381990,0.320732,3712.8,1190.8,2.24,Female,2017-2019,UK
100,0.43333,0.356162,2522,898.2,2.06,Female,2017-2019,UK
0,0.004209,0.004200,100000.0,420.0,79.18,Male,2016-2018,UK
1,0.000261,0.000261,99580.0,25.9,78.52,Male,2016-2018,UK
2,0.000142,0.000142,99554.1,14.1,77.54,Male,2016-2018,UK
3,0.000117,0.000117,99539.9,11.7,76.55,Male,2016-2018,UK
4,0.000102,0.000102,99528.3,10.1,75.56,Male,2016-2018,UK
5,0.000095,0.000095,99518.1,9.5,74.56,Male,2016-2018,UK
6,0.000082,0.000082,99508.6,8.1,73.57,Male,2016-2018,UK
7,0.000078,0.000078,99500.5,7.8,72.58,Male,2016-2018,UK
8,0.000071,0.000071,99492.7,7.1,71.58,Male,2016-2018,UK
9,0.000066,0.000066,99485.6,6.5,70.59,Male,2016-2018,UK
10,0.000077,0.000077,99479.1,7.6,69.59,Male,2016-2018,UK
11,0.000087,0.000087,99471.4,8.6,68.60,Male,2016-2018,UK
12,0.000099,0.000099,99462.8,9.9,67.60,Male,2016-2018,UK
13,0.000109,0.000109,99452.9,10.8,66.61,Male,2016-2018,UK
14,0.000132,0.000132,99442.1,13.1,65.62,Male,2016-2018,UK
15,0.000179,0.000179,99429.0,17.8,64.63,Male,2016-2018,UK
16,0.000235,0.000235,99411.2,23.4,63.64,Male,2016-2018,UK
17,0.000322,0.000322,99387.8,32.0,62.65,Male,2016-2018,UK
18,0.000409,0.000409,99355.8,40.7,61.67,Male,2016-2018,UK
19,0.000450,0.000450,99315.1,44.7,60.70,Male,2016-2018,UK
20,0.000482,0.000482,99270.5,47.8,59.72,Male,2016-2018,UK
21,0.000509,0.000509,99222.6,50.5,58.75,Male,2016-2018,UK
22,0.000499,0.000499,99172.1,49.5,57.78,Male,2016-2018,UK
23,0.000529,0.000529,99122.6,52.5,56.81,Male,2016-2018,UK
24,0.000560,0.000560,99070.2,55.5,55.84,Male,2016-2018,UK
25,0.000628,0.000628,99014.7,62.1,54.87,Male,2016-2018,UK
26,0.000629,0.000629,98952.6,62.2,53.91,Male,2016-2018,UK
27,0.000635,0.000635,98890.4,62.8,52.94,Male,2016-2018,UK
28,0.000725,0.000725,98827.6,71.6,51.97,Male,2016-2018,UK
29,0.000751,0.000751,98755.9,74.2,51.01,Male,2016-2018,UK
30,0.000764,0.000764,98681.8,75.3,50.05,Male,2016-2018,UK
31,0.000837,0.000837,98606.4,82.5,49.09,Male,2016-2018,UK
32,0.000867,0.000867,98523.9,85.4,48.13,Male,2016-2018,UK
33,0.000921,0.000920,98438.5,90.6,47.17,Male,2016-2018,UK
34,0.000986,0.000985,98347.9,96.9,46.21,Male,2016-2018,UK
35,0.001044,0.001044,98251.0,102.5,45.26,Male,2016-2018,UK
36,0.001159,0.001159,98148.4,113.7,44.30,Male,2016-2018,UK
37,0.001240,0.001240,98034.7,121.5,43.35,Male,2016-2018,UK
38,0.001221,0.001220,97913.2,119.5,42.41,Male,2016-2018,UK
39,0.001384,0.001383,97793.7,135.2,41.46,Male,2016-2018,UK
40,0.001516,0.001515,97658.5,147.9,40.51,Male,2016-2018,UK
41,0.001715,0.001713,97510.6,167.1,39.58,Male,2016-2018,UK
42,0.001824,0.001823,97343.5,177.4,38.64,Male,2016-2018,UK
43,0.002048,0.002046,97166.1,198.8,37.71,Male,2016-2018,UK
44,0.002118,0.002116,96967.3,205.2,36.79,Male,2016-2018,UK
45,0.002280,0.002277,96762.1,220.4,35.87,Male,2016-2018,UK
46,0.002437,0.002434,96541.8,235.0,34.95,Male,2016-2018,UK
47,0.002703,0.002700,96306.8,260.0,34.03,Male,2016-2018,UK
48,0.002845,0.002841,96046.8,272.9,33.12,Male,2016-2018,UK
49,0.003132,0.003127,95774.0,299.5,32.21,Male,2016-2018,UK
50,0.003359,0.003353,95474.5,320.2,31.31,Male,2016-2018,UK
51,0.003533,0.003527,95154.3,335.6,30.42,Male,2016-2018,UK
52,0.003908,0.003901,94818.8,369.9,29.52,Male,2016-2018,UK
53,0.004073,0.004064,94448.9,383.9,28.64,Male,2016-2018,UK
54,0.004431,0.004421,94065.0,415.9,27.75,Male,2016-2018,UK
55,0.004887,0.004875,93649.1,456.5,26.87,Male,2016-2018,UK
56,0.005379,0.005364,93192.6,499.9,26.00,Male,2016-2018,UK
57,0.005866,0.005849,92692.7,542.1,25.14,Male,2016-2018,UK
58,0.006430,0.006410,92150.6,590.7,24.28,Male,2016-2018,UK
59,0.007052,0.007027,91559.9,643.4,23.44,Male,2016-2018,UK
60,0.007787,0.007756,90916.5,705.2,22.60,Male,2016-2018,UK
61,0.008595,0.008558,90211.3,772.0,21.77,Male,2016-2018,UK
62,0.009343,0.009299,89439.3,831.7,20.96,Male,2016-2018,UK
63,0.010489,0.010434,88607.5,924.5,20.15,Male,2016-2018,UK
64,0.011224,0.011162,87683.0,978.7,19.36,Male,2016-2018,UK
65,0.012334,0.012258,86704.3,1062.9,18.57,Male,2016-2018,UK
66,0.013724,0.013630,85641.5,1167.3,17.79,Male,2016-2018,UK
67,0.014675,0.014568,84474.2,1230.6,17.03,Male,2016-2018,UK
