DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area
S01006506,Culter - 01,Aberdeen City,894,580,4691,4,7,14,68,8%,71,3936.00000000000,8%,49,3220.00000000000,65,29,30,70,13%,0%,74,5174,85%,5.88000000000,53,0%,30%,5887,2.54000000000,3.07000000000,1.62000000000,2.62000000000,9.93000000000,1.54000000000,8.86000000000,5.86000000000,6.02000000000,11%,4724,11,125,4664.00000000000,87,10,10%,1%,3248.00000000000,11801.87234470000,4388802.12220000000
S01006507,Culter - 02,Aberdeen City,793,470,4862,4,7,14,70,5%,43,4829.00000000000,5%,25,4481.00000000000,45,130,126,81,14%,0%,86,5051,85%,5.96000000000,96,2%,12%,4384,3.92000000000,4.31000000000,2.56000000000,3.65000000000,11.04000000000,2.85000000000,9.98000000000,7.52000000000,7.93000000000,1%,2148,10,128,4602.00000000000,85,4,10%,0%,3486.00000000000,2900.40636249000,221746.83868600000
S01006508,Culter - 03,Aberdeen City,624,461,5686,5,9,17,82,6%,40,4460.00000000000,4%,19,5110.00000000000,45,71,18,41,13%,4%,69,5942,90%,5.75000000000,39,1%,19%,5915,3.32000000000,3.78000000000,1.44000000000,3.25000000000,10.62000000000,2.06000000000,8.62000000000,4.32000000000,5.77000000000,1%,4200,8,130,4563.50000000000,31,8,5%,1%,5342.00000000000,3468.76194887000,270194.75330700000
S01006509,Culter - 04,Aberdeen City,537,307,4332,4,7,13,63,10%,52,3481.00000000000,8%,26,3229.00000000000,80,80,28,103,16%,5%,88,3871,94%,6.20000000000,80,0%,25%,6401,2.62000000000,2.78000000000,2.62000000000,1.94000000000,10.04000000000,2.16000000000,7.94000000000,8.43000000000,8.33000000000,11%,3982,4,75,5626.00000000000,42,6,7%,1%,4394.50000000000,1647.46138940000,96254.25784050000
S01006510,Culter - 05,Aberdeen City,663,415,3913,3,6,12,57,10%,68,3344.00000000000,8%,32,3448.00000000000,95,89,44,139,22%,5%,89,3049,80%,5.87000000000,77,6%,16%,4092,2.12000000000,2.36000000000,2.41000000000,1.85000000000,9.65000000000,1.78000000000,5.57000000000,6.97000000000,6.63000000000,0%,5588,11,168,3885.00000000000,50,7,9%,1%,3736.00000000000,3026.11141247000,180076.57624400000
S01006511,Culter - 06,Aberdeen City,759,453,6253,5,9,18,90,4%,30,5469.00000000000,4%,17,5346.00000000000,50,55,0,54,12%,13%,73,5783,90%,5.79000000000,54,2%,13%,5410,1.52000000000,1.77000000000,3.23000000000,2.52000000000,8.61000000000,2.59000000000,4.93000000000,7.67000000000,7.34000000000,5%,4974,0,0,6928.00000000000,27,8,4%,1%,5924.00000000000,4300.08850377000,400488.03579800000
S01006512,Culter - 07,Aberdeen City,539,345,5692,5,9,17,82,2%,13,6264.00000000000,2%,8,6206.00000000000,40,29,0,41,11%,6%,55,6586,93%,5.86000000000,27,0%,15%,6506,5.37000000000,5.78000000000,3.91000000000,5.37000000000,12.22000000000,4.28000000000,19.01000000000,16.26000000000,16.96000000000,54%,547,7,132,4528.00000000000,27,9,5%,2%,4815.00000000000,22464.85766010000,13996149.90270000000
S01006513,"Cults, Bieldside and Milltimber West - 01",Aberdeen City,788,406,6177,5,9,18,89,2%,14,6572.00000000000,3%,13,5695.00000000000,40,28,0,138,21%,0%,72,5516,94%,6.10000000000,40,3%,28%,6531,3.57000000000,4.32000000000,5.52000000000,1.95000000000,6.26000000000,4.91000000000,11.27000000000,10.98000000000,11.10000000000,3%,1490,0,0,6928.00000000000,15,4,3%,1%,6394.00000000000,4077.11981449000,300877.29598500000
S01006514,"Cults, Bieldside and Milltimber West - 02",Aberdeen City,1123,709,6715,5,10,20,97,2%,17,6704.00000000000,2%,12,6658.00000000000,25,18,0,107,12%,8%,59,6733,94%,6.50000000000,19,1%,22%,6847,2.72000000000,3.52000000000,4.69000000000,2.89000000000,7.04000000000,4.06000000000,9.74000000000,10.00000000000,9.73000000000,14%,1858,9,81,5507.00000000000,10,3,1%,0%,6868.00000000000,8064.49686225000,1877298.25655000000
S01006515,"Cults, Bieldside and Milltimber West - 03",Aberdeen City,816,529,6363,5,10,19,92,1%,5,6955.00000000000,1%,7,6803.00000000000,25,23,0,34,10%,0%,58,6846,96%,6.00000000000,15,0%,20%,6838,4.44000000000,5.18000000000,6.34000000000,3.06000000000,6.88000000000,5.78000000000,17.18000000000,17.09000000000,17.03000000000,22%,659,0,0,6844.00000000000,29,1,4%,0%,6174.50000000000,15374.99763250000,5542698.36437000000
S01006516,"Cults, Bieldside and Milltimber West - 04",Aberdeen City,629,419,5947,5,9,18,86,2%,14,6359.00000000000,3%,14,5542.00000000000,35,19,0,34,8%,10%,42,6852,0%,6.18000000000,24,0%,13%,6631,4.68000000000,4.14000000000,5.93000000000,3.92000000000,5.95000000000,6.01000000000,9.59000000000,10.14000000000,11.51000000000,22%,1037,8,129,4580.00000000000,12,1,3%,0%,6570.00000000000,7315.47401018000,1593427.88886000000
S01006517,"Cults, Bieldside and Milltimber West - 05",Aberdeen City,1052,646,5772,5,9,17,83,2%,24,6335.00000000000,4%,24,5324.00000000000,40,31,16,63,13%,0%,69,6159,92%,6.00000000000,25,1%,35%,6704,6.51000000000,3.23000000000,3.66000000000,4.76000000000,2.99000000000,8.88000000000,12.56000000000,12.48000000000,20.90000000000,26%,931,8,77,5594.00000000000,39,9,4%,1%,5892.00000000000,23664.24397000000,10444535.31520000000
S01006518,"Cults, Bieldside and Milltimber East - 01",Aberdeen City,664,370,6674,5,10,20,96,1%,7,6864.00000000000,1%,4,6851.00000000000,20,11,57,43,9%,8%,48,6919,0%,6.50000000000,14,0%,30%,6960,6.27000000000,3.73000000000,4.52000000000,4.62000000000,3.73000000000,7.61000000000,10.02000000000,8.16000000000,13.50000000000,7%,1161,0,0,6792.00000000000,2,0,0%,0%,6960.00000000000,4542.50763009000,519229.29115500000
S01006519,"Cults, Bieldside and Milltimber East - 02",Aberdeen City,941,560,6229,5,9,18,90,2%,19,6474.00000000000,2%,13,6284.00000000000,30,4,37,66,9%,0%,57,6776,94%,6.61000000000,29,0%,32%,6904,7.27000000000,3.67000000000,4.42000000000,3.61000000000,2.55000000000,8.61000000000,13.87000000000,12.00000000000,18.20000000000,30%,938,7,75,5628.00000000000,12,0,1%,0%,6856.00000000000,3221.80506322000,304024.32049600000
S01006520,"Cults, Bieldside and Milltimber East - 03",Aberdeen City,875,559,6490,5,10,19,94,1%,10,6831.00000000000,1%,5,6920.00000000000,15,25,37,30,7%,5%,61,6940,95%,6.40000000000,4,0%,22%,6965,7.33000000000,4.13000000000,4.88000000000,4.24000000000,3.60000000000,8.69000000000,17.05000000000,15.18000000000,21.22000000000,0%,785,0,0,6928.00000000000,12,0,2%,0%,6825.00000000000,2688.80313704000,200643.60178200000
S01006521,"Cults, Bieldside and Milltimber East - 04",Aberdeen City,793,512,6519,5,10,19,94,1%,5,6952.00000000000,1%,5,6896.50000000000,20,5,0,56,7%,5%,46,6952,94%,6.28000000000,18,2%,29%,6808,5.10000000000,3.88000000000,2.87000000000,4.43000000000,3.99000000000,7.08000000000,15.89000000000,13.71000000000,22.94000000000,4%,904,5,64,5889.00000000000,9,0,1%,0%,6869.00000000000,6787.19579859000,1473823.09036000000
S01006522,"Cults, Bieldside and Milltimber East - 05",Aberdeen City,675,412,6769,5,10,20,98,0%,0,6969.00000000000,1%,2,6955.00000000000,15,12,0,67,7%,0%,66,6930,0%,6.50000000000,16,0%,26%,6931,5.80000000000,3.57000000000,2.14000000000,5.05000000000,3.51000000000,7.89000000000,10.82000000000,8.41000000000,18.79000000000,1%,1385,3,45,6273.00000000000,7,2,1%,0%,6841.00000000000,3881.11938788000,378701.90632100000
S01006523,"Cults, Bieldside and Milltimber East - 06",Aberdeen City,957,571,6504,5,10,19,94,3%,29,5955.50000000000,2%,12,6373.00000000000,40,51,0,65,10%,3%,62,6423,94%,6.21000000000,12,0%,28%,6906,6.34000000000,2.80000000000,1.88000000000,5.57000000000,2.74000000000,8.11000000000,7.81000000000,5.12000000000,15.75000000000,1%,2357,10,106,5000.00000000000,18,8,2%,1%,6581.00000000000,3772.23360515000,287540.22569700000
S01006524,"Cults, Bieldside and Milltimber East - 07",Aberdeen City,1056,629,4175,3,6,12,60,10%,107,3368.00000000000,9%,58,2956.00000000000,90,76,32,124,15%,0%,67,4161,0%,6.53000000000,70,6%,20%,6256,6.68000000000,2.10000000000,2.43000000000,5.13000000000,2.19000000000,7.85000000000,6.60000000000,5.69000000000,13.89000000000,0%,3281,3,29,6586.00000000000,21,6,3%,1%,6240.00000000000,7726.79858912000,1751712.99145000000
S01006525,"Cults, Bieldside and Milltimber East - 08",Aberdeen City,904,497,6143,5,9,18,89,3%,31,5748.00000000000,4%,18,5409.50000000000,45,57,38,44,13%,9%,66,5894,92%,6.30000000000,14,2%,30%,6810,7.09000000000,2.27000000000,3.02000000000,3.63000000000,2.07000000000,8.43000000000,8.55000000000,6.90000000000,14.23000000000,7%,2432,6,67,5803.00000000000,26,4,3%,1%,6259.50000000000,3044.16895719000,359442.85861100000
S01006526,Garthdee - 01,Aberdeen City,924,670,2538,2,4,8,37,12%,115,2796.00000000000,8%,52,3450.00000000000,90,119,68,123,17%,5%,126,2897,72%,4.58000000000,105,3%,2%,1073,4.56000000000,3.01000000000,3.26000000000,3.90000000000,5.99000000000,5.45000000000,8.04000000000,9.99000000000,10.64000000000,0%,1906,6,66,5840.00000000000,160,5,18%,1%,1454.00000000000,1889.24357729000,111930.69225500000
S01006527,Garthdee - 02,Aberdeen City,756,508,2030,2,3,6,30,16%,122,2045.00000000000,12%,59,2228.00000000000,120,161,258,111,19%,4%,124,2072,73%,4.96000000000,138,5%,4%,1360,3.39000000000,1.76000000000,3.01000000000,3.51000000000,6.01000000000,4.30000000000,6.67000000000,10.62000000000,10.24000000000,16%,2976,19,255,2692.00000000000,77,0,11%,0%,3235.00000000000,2870.70434813000,156239.49267900000
S01006528,Garthdee - 03,Aberdeen City,1154,829,3834,3,6,11,55,9%,109,3529.00000000000,6%,51,4079.00000000000,90,126,46,106,15%,7%,112,3285,83%,5.39000000000,85,1%,4%,3178,3.05000000000,1.90000000000,2.51000000000,2.80000000000,6.70000000000,3.90000000000,7.07000000000,9.18000000000,9.68000000000,2%,3717,20,176,3786.00000000000,159,6,16%,1%,1723.00000000000,5551.26408389000,461299.01811000000
S01006529,Garthdee - 04,Aberdeen City,932,680,3770,3,6,11,55,9%,85,3619.00000000000,5%,35,4557.00000000000,75,98,13,107,15%,10%,87,4117,83%,5.28000000000,84,10%,5%,2612,1.86000000000,3.56000000000,1.72000000000,2.08000000000,6.12000000000,2.42000000000,11.52000000000,7.41000000000,9.10000000000,20%,3842,38,413,1432.00000000000,157,38,18%,4%,945.00000000000,4735.33127861000,464280.51119200000
S01006530,Garthdee - 05,Aberdeen City,785,548,2218,2,4,7,32,15%,116,2282.00000000000,11%,61,2360.00000000000,100,117,115,163,20%,0%,106,2679,71%,4.62000000000,129,7%,5%,1021,2.37000000000,2.41000000000,1.27000000000,1.44000000000,7.12000000000,3.20000000000,9.39000000000,3.88000000000,9.76000000000,0%,5745,21,271,2494.00000000000,110,19,15%,3%,1626.50000000000,2157.35084931000,130042.08433700000
S01006531,Garthdee - 06,Aberdeen City,946,655,1611,2,3,5,24,18%,166,1802.00000000000,11%,72,2419.00000000000,120,187,165,109,18%,13%,140,1933,61%,4.57000000000,151,8%,4%,320,2.84000000000,2.10000000000,1.46000000000,2.10000000000,6.93000000000,3.67000000000,8.02000000000,4.77000000000,9.94000000000,0%,5143,28,300,2237.00000000000,190,6,20%,1%,1122.00000000000,2739.09093303000,169925.25521700000
S01006532,"Braeside, Mannofield, Broomhill and Seafield East - 01",Aberdeen City,793,445,5977,5,9,18,86,4%,32,5440.00000000000,4%,17,5265.00000000000,50,20,0,84,16%,0%,69,5684,0%,5.50000000000,25,2%,16%,6177,2.43000000000,3.10000000000,1.98000000000,2.09000000000,5.40000000000,2.98000000000,11.93000000000,7.59000000000,9.80000000000,0%,3920,16,204,3342.00000000000,21,8,3%,1%,6110.00000000000,3110.40665260000,172840.10175900000
S01006533,"Braeside, Mannofield, Broomhill and Seafield East - 02",Aberdeen City,717,475,6786,5,10,20,98,2%,11,6688.00000000000,2%,10,6361.00000000000,25,25,0,45,12%,5%,58,6790,90%,6.29000000000,14,0%,24%,6781,3.21000000000,2.55000000000,2.62000000000,2.69000000000,4.74000000000,3.77000000000,10.45000000000,10.39000000000,10.31000000000,1%,3089,11,155,4095.00000000000,3,1,0%,0%,6946.00000000000,2499.88444396000,172399.82851400000
S01006534,"Braeside, Mannofield, Broomhill and Seafield East - 03",Aberdeen City,956,625,6831,5,10,20,98,2%,19,6483.00000000000,2%,11,6616.00000000000,20,38,14,93,11%,10%,60,6760,94%,5.69000000000,21,0%,17%,6588,3.07000000000,3.11000000000,2.41000000000,1.56000000000,4.32000000000,3.61000000000,10.43000000000,7.65000000000,8.30000000000,0%,4158,19,201,3383.00000000000,22,14,2%,2%,6168.00000000000,2467.39817446000,192329.08259900000
S01006535,"Braeside, Mannofield, Broomhill and Seafield East - 04",Aberdeen City,1046,812,6734,5,10,20,97,3%,27,6182.00000000000,3%,21,6081.00000000000,25,36,50,56,11%,7%,69,6633,87%,5.89000000000,22,0%,12%,6174,3.12000000000,2.30000000000,1.38000000000,2.07000000000,5.04000000000,3.56000000000,8.56000000000,4.47000000000,6.45000000000,0%,5586,15,145,4257.00000000000,109,23,11%,2%,2839.00000000000,2318.43983256000,146057.61948300000
S01006536,"Braeside, Mannofield, Broomhill and Seafield East - 05",Aberdeen City,1003,827,5634,5,9,17,81,4%,43,5325.00000000000,4%,30,5383.00000000000,40,81,28,69,13%,3%,67,5967,85%,5.67000000000,31,3%,7%,4874,3.90000000000,1.99000000000,1.44000000000,2.51000000000,4.42000000000,2.99000000000,6.68000000000,4.38000000000,5.42000000000,0%,5925,36,363,1729.00000000000,164,38,16%,4%,1197.00000000000,2692.10344758000,154094.29561800000
S01006537,"Braeside, Mannofield, Broomhill and Seafield South - 01",Aberdeen City,920,497,6664,5,10,20,96,2%,14,6697.00000000000,1%,7,6758.00000000000,35,119,265,111,18%,3%,74,5227,0%,6.24000000000,26,2%,19%,6845,3.88000000000,3.10000000000,2.46000000000,3.65000000000,2.77000000000,6.33000000000,11.44000000000,8.66000000000,16.12000000000,6%,2127,0,0,6866.00000000000,22,3,3%,0%,6398.00000000000,2534.86240701000,265005.88072500000
S01006538,"Braeside, Mannofield, Broomhill and Seafield South - 02",Aberdeen City,548,335,6457,5,10,19,93,1%,8,6724.00000000000,2%,7,6391.00000000000,30,51,0,52,13%,0%,75,6474,0%,5.91000000000,26,3%,27%,6537,4.71000000000,3.47000000000,3.24000000000,4.69000000000,4.08000000000,6.10000000000,14.20000000000,11.09000000000,15.80000000000,0%,1286,0,0,6731.00000000000,14,4,2%,1%,6461.50000000000,2059.90411255000,159175.66189000000
S01006539,"Braeside, Mannofield, Broomhill and Seafield South - 03",Aberdeen City,781,462,6727,5,10,20,97,2%,19,6250.50000000000,3%,12,6109.00000000000,35,0,0,100,15%,5%,71,6374,0%,6.38000000000,26,1%,19%,6757,3.01000000000,2.96000000000,2.27000000000,2.33000000000,5.23000000000,3.57000000000,12.20000000000,8.64000000000,11.25000000000,0%,3394,5,65,5867.00000000000,19,6,3%,1%,6328.00000000000,2486.80162337000,145485.55953900000
S01006540,"Braeside, Mannofield, Broomhill and Seafield South - 04",Aberdeen City,933,633,6478,5,10,19,93,2%,18,6516.00000000000,3%,19,5795.00000000000,35,23,0,65,13%,3%,54,6597,93%,5.81000000000,25,0%,21%,6561,3.67000000000,2.80000000000,2.43000000000,3.27000000000,4.99000000000,4.60000000000,12.49000000000,10.09000000000,13.16000000000,0%,2417,8,87,5378.00000000000,57,14,6%,1%,4761.00000000000,3456.32291013000,306341.72305400000
S01006541,"Braeside, Mannofield, Broomhill and Seafield South - 05",Aberdeen City,864,468,6548,5,10,19,94,3%,29,5792.00000000000,3%,14,5861.00000000000,55,14,0,78,15%,6%,72,5596,0%,6.14000000000,27,0%,29%,6878,3.17000000000,2.21000000000,1.72000000000,3.14000000000,3.53000000000,5.57000000000,9.14000000000,7.13000000000,14.83000000000,0%,3887,3,35,6463.00000000000,20,1,2%,0%,6619.00000000000,3068.39564296000,232137.47570600000
S01006542,"Braeside, Mannofield, Broomhill and Seafield North - 01",Aberdeen City,1131,664,6751,5,10,20,97,1%,12,6862.00000000000,2%,12,6611.00000000000,30,23,15,58,11%,3%,61,6667,0%,5.30000000000,31,0%,25%,6535,2.61000000000,3.19000000000,2.55000000000,2.26000000000,4.98000000000,7.18000000000,10.71000000000,7.79000000000,18.27000000000,12%,2069,8,72,5703.00000000000,27,11,3%,1%,6239.00000000000,4291.11456856000,468591.30181900000
S01006543,"Braeside, Mannofield, Broomhill and Seafield North - 02",Aberdeen City,792,453,6756,5,10,20,97,2%,13,6641.00000000000,2%,9,6493.00000000000,40,66,22,63,16%,7%,74,5682,94%,6.07000000000,22,2%,20%,6676,3.27000000000,3.00000000000,2.33000000000,2.78000000000,3.73000000000,6.83000000000,10.31000000000,7.55000000000,17.59000000000,0%,2700,0,0,6928.00000000000,9,0,1%,0%,6900.00000000000,2581.59963964000,204600.96630300000
S01006544,"Braeside, Mannofield, Broomhill and Seafield North - 03",Aberdeen City,1283,862,6937,5,10,20,100,2%,21,6644.00000000000,1%,7,6927.00000000000,30,21,20,103,13%,4%,60,6511,0%,5.75000000000,33,0%,24%,6534,1.99000000000,1.91000000000,2.21000000000,3.06000000000,3.43000000000,4.46000000000,6.10000000000,10.05000000000,12.72000000000,6%,4316,3,24,6663.00000000000,108,4,11%,0%,3379.50000000000,4390.33508088000,325850.98871600000
S01006545,"Braeside, Mannofield, Broomhill and Seafield North - 04",Aberdeen City,1120,731,6594,5,10,19,95,3%,28,6217.50000000000,3%,20,5967.00000000000,35,42,75,90,13%,14%,68,6012,89%,6.11000000000,24,0%,12%,6408,3.06000000000,1.33000000000,1.72000000000,3.48000000000,3.94000000000,4.80000000000,5.70000000000,6.80000000000,11.16000000000,10%,4572,19,172,3834.00000000000,61,18,6%,2%,4757.00000000000,2972.72767083000,256674.41834900000
S01006546,"Braeside, Mannofield, Broomhill and Seafield North - 05",Aberdeen City,624,387,6951,5,10,20,100,2%,10,6663.50000000000,3%,11,5953.00000000000,35,22,48,86,12%,0%,67,6305,0%,6.67000000000,21,0%,32%,6966,1.63000000000,1.19000000000,1.00000000000,2.62000000000,4.20000000000,5.24000000000,5.50000000000,4.14000000000,12.76000000000,0%,6399,0,0,6928.00000000000,5,6,1%,1%,6799.00000000000,2256.26630804000,160504.47499600000
S01006547,Hazlehead - 01,Aberdeen City,1242,752,3784,3,6,11,55,8%,95,4021.00000000000,7%,52,3752.00000000000,65,139,124,81,14%,0%,82,4381,95%,6.13000000000,50,2%,18%,6395,4.36000000000,5.89000000000,4.20000000000,3.91000000000,4.79000000000,7.72000000000,15.08000000000,16.59000000000,21.84000000000,15%,661,39,318,2085.00000000000,64,18,7%,2%,4090.00000000000,22711.68337100000,7244209.74062000000
S01006548,Hazlehead - 02,Aberdeen City,658,361,6455,5,10,19,93,2%,11,6623.00000000000,2%,8,6264.00000000000,25,5,0,64,13%,0%,74,6698,0%,6.08000000000,21,2%,21%,6765,1.86000000000,3.82000000000,3.34000000000,3.59000000000,5.68000000000,7.01000000000,13.93000000000,9.49000000000,21.57000000000,4%,1259,0,0,6928.00000000000,14,8,2%,1%,6499.00000000000,2119.68208005000,169895.74804600000
S01006549,Hazlehead - 03,Aberdeen City,796,503,6820,5,10,20,98,1%,7,6908.00000000000,1%,6,6827.00000000000,35,38,0,76,13%,6%,58,6466,0%,6.40000000000,25,0%,28%,6819,1.91000000000,3.19000000000,3.13000000000,2.82000000000,3.81000000000,4.78000000000,9.74000000000,11.98000000000,14.85000000000,26%,2363,8,102,5084.00000000000,35,1,4%,0%,6004.00000000000,4110.90880912000,424433.52548800000
S01006550,Hazlehead - 04,Aberdeen City,900,508,6760,5,10,20,97,1%,9,6875.00000000000,2%,8,6706.00000000000,30,19,0,105,17%,0%,68,6378,100%,6.27000000000,22,0%,23%,6963,1.38000000000,3.26000000000,2.82000000000,3.32000000000,5.09000000000,6.13000000000,10.91000000000,9.23000000000,17.80000000000,28%,2008,8,90,5324.00000000000,23,2,3%,0%,6585.00000000000,3640.39571015000,325831.27944700000
S01006551,Hazlehead - 05,Aberdeen City,704,431,1474,2,3,5,22,17%,120,1882.00000000000,18%,76,999.00000000000,115,307,63,84,21%,5%,135,2047,86%,5.50000000000,108,5%,12%,3550,3.09000000000,5.00000000000,3.32000000000,2.47000000000,3.03000000000,6.13000000000,10.61000000000,13.79000000000,16.90000000000,0%,1754,49,690,523.00000000000,100,24,14%,3%,1502.00000000000,6668.29451647000,628278.72653500000
S01006552,Hazlehead - 06,Aberdeen City,884,585,6084,5,9,18,88,3%,28,5879.00000000000,3%,15,6124.00000000000,25,62,15,36,12%,6%,66,6688,87%,5.71000000000,39,0%,11%,5534,3.46000000000,4.74000000000,2.90000000000,2.82000000000,3.40000000000,5.49000000000,12.80000000000,13.47000000000,18.06000000000,0%,1694,9,103,5052.00000000000,17,5,2%,1%,6637.00000000000,3035.03056517000,205535.33290900000
S01006553,Summerhill - 01,Aberdeen City,903,508,5280,4,8,16,76,5%,41,5211.00000000000,5%,24,4719.00000000000,75,20,20,105,18%,4%,93,4149,0%,5.88000000000,62,1%,12%,5829,2.93000000000,3.77000000000,2.34000000000,2.13000000000,5.61000000000,4.06000000000,9.42000000000,7.32000000000,12.55000000000,17%,2781,11,123,4687.00000000000,59,5,7%,1%,4628.00000000000,2941.96351270000,283414.35784200000
S01006554,Summerhill - 02,Aberdeen City,777,491,3924,3,6,12,57,9%,73,3537.00000000000,7%,33,3857.00000000000,65,26,35,109,17%,8%,86,4396,87%,5.29000000000,81,0%,9%,4216,1.90000000000,2.66000000000,2.02000000000,2.27000000000,4.84000000000,3.29000000000,8.85000000000,6.67000000000,13.08000000000,0%,4460,41,521,923.00000000000,94,8,14%,1%,2235.00000000000,3132.23413736000,222876.60370700000
S01006555,Summerhill - 03,Aberdeen City,732,537,1608,2,3,5,24,14%,101,2495.00000000000,15%,81,1432.00000000000,130,247,488,171,18%,3%,146,1362,78%,4.81000000000,116,5%,9%,2039,4.47000000000,4.27000000000,1.67000000000,2.77000000000,4.55000000000,4.69000000000,10.97000000000,7.10000000000,14.40000000000,0%,2597,54,733,463.00000000000,148,11,19%,1%,1067.00000000000,4276.77732028000,314180.86176500000
S01006556,Summerhill - 04,Aberdeen City,804,497,2292,2,4,7,33,16%,130,2037.00000000000,13%,63,1937.00000000000,115,75,166,117,22%,3%,121,2261,86%,5.32000000000,108,7%,12%,3187,3.42000000000,3.46000000000,1.60000000000,1.67000000000,5.35000000000,3.76000000000,7.78000000000,5.34000000000,10.87000000000,0%,4613,19,239,2882.00000000000,135,8,16%,1%,1660.00000000000,3307.42528797000,227432.38844100000
S01006557,Summerhill - 05,Aberdeen City,679,425,1446,2,3,5,21,17%,116,1871.00000000000,16%,65,1328.00000000000,150,207,145,114,24%,6%,155,1076,77%,5.08000000000,124,6%,4%,1680,5.16000000000,4.65000000000,1.69000000000,3.55000000000,4.88000000000,5.27000000000,13.24000000000,6.00000000000,17.53000000000,0%,1835,15,224,3052.00000000000,98,3,14%,0%,2323.00000000000,1633.90250869000,83772.88735050000
S01006558,Midstocket - 01,Aberdeen City,596,427,6797,5,10,20,98,3%,15,6207.00000000000,3%,12,6023.50000000000,35,25,0,68,14%,5%,58,6490,0%,0.00000000000,26,0%,12%,6707,3.66000000000,2.00000000000,1.61000000000,2.79000000000,3.71000000000,2.17000000000,5.70000000000,4.51000000000,5.88000000000,0%,6316,9,153,4134.00000000000,58,23,9%,4%,2751.00000000000,2557.81637805000,152910.43333300000
S01006559,Midstocket - 02,Aberdeen City,601,404,6972,5,10,20,100,1%,9,6709.00000000000,1%,6,6749.00000000000,25,6,0,70,11%,0%,55,6845,0%,6.00000000000,11,0%,20%,6918,3.07000000000,2.02000000000,1.13000000000,2.59000000000,2.74000000000,2.52000000000,5.65000000000,3.95000000000,8.38000000000,0%,6569,8,135,4464.00000000000,38,1,6%,0%,5199.00000000000,2287.90037631000,112979.40644800000
S01006560,Midstocket - 03,Aberdeen City,1018,641,6953,5,10,20,100,2%,20,6498.50000000000,1%,8,6817.00000000000,35,48,14,101,13%,5%,74,6048,93%,6.08000000000,16,2%,21%,6720,2.23000000000,1.64000000000,1.03000000000,1.97000000000,3.08000000000,3.11000000000,5.60000000000,3.97000000000,9.00000000000,3%,6116,8,80,5547.00000000000,37,10,4%,1%,5876.00000000000,3349.94643127000,179176.60271300000
S01006561,Midstocket - 04,Aberdeen City,728,443,6975,5,10,20,100,1%,7,6888.00000000000,1%,5,6873.00000000000,25,88,0,56,12%,14%,55,6714,94%,6.09000000000,21,4%,19%,6629,2.14000000000,0.95000000000,1.20000000000,1.79000000000,3.69000000000,3.35000000000,3.70000000000,3.98000000000,9.25000000000,0%,6844,12,167,3906.00000000000,22,1,3%,0%,6509.00000000000,2004.80552807000,132854.28305300000
S01006562,Midstocket - 05,Aberdeen City,972,612,4724,4,7,14,68,6%,60,4550.00000000000,8%,46,3514.00000000000,80,78,16,90,13%,3%,97,4127,84%,5.79000000000,52,0%,27%,5671,1.66000000000,2.22000000000,2.45000000000,2.32000000000,4.08000000000,4.23000000000,8.78000000000,9.52000000000,14.64000000000,12%,3680,14,146,4252.00000000000,56,6,8%,1%,4177.50000000000,3121.95535834000,317805.54263300000
S01006563,Midstocket - 06,Aberdeen City,677,395,5035,4,8,15,73,4%,25,5609.50000000000,4%,17,4939.00000000000,60,11,0,390,13%,0%,86,4954,88%,6.00000000000,39,0%,29%,6349,2.87000000000,1.56000000000,1.50000000000,2.58000000000,3.97000000000,3.28000000000,6.06000000000,6.61000000000,9.45000000000,1%,5453,95,1406,90.00000000000,94,11,11%,1%,2829.00000000000,4986.39816726000,649011.88299100000
S01006564,Rosemount - 01,Aberdeen City,1007,791,3336,3,5,10,48,10%,105,3294.00000000000,9%,70,3088.00000000000,90,71,65,101,17%,2%,90,3595,75%,5.31000000000,91,5%,8%,2578,4.35000000000,1.50000000000,2.42000000000,1.66000000000,1.67000000000,2.84000000000,4.68000000000,7.23000000000,7.76000000000,0%,6560,30,302,2221.00000000000,212,37,22%,4%,608.00000000000,2338.34128912000,105104.52825200000
S01006565,Rosemount - 02,Aberdeen City,1000,888,3653,3,6,11,53,9%,89,3675.00000000000,7%,60,3803.00000000000,75,93,61,107,12%,2%,73,4499,71%,0.00000000000,69,9%,2%,2041,3.44000000000,1.65000000000,2.91000000000,1.42000000000,2.38000000000,2.56000000000,4.97000000000,7.33000000000,7.74000000000,12%,5613,22,223,3067.00000000000,277,51,33%,6%,140.00000000000,1486.94862862000,53121.95834250000
