DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area
S01009226,Grangemouth - Newlands - 08,Falkirk,830,529,1428,2,3,5,21,18%,148,1759.00000000000,17%,87,1147.00000000000,155,105,146,167,26%,9%,132,1097,80%,5.27000000000,154,9%,7%,1899,3.24000000000,2.83000000000,1.94000000000,3.98000000000,5.18000000000,3.66000000000,7.86000000000,6.45000000000,9.68000000000,5%,3373,37,444,1260.00000000000,70,7,8%,1%,4321.00000000000,11157.44318720000,1384041.03294000000
S01009227,Grangemouth - Town Centre - 01,Falkirk,583,329,2615,2,4,8,38,16%,92,2097.00000000000,11%,37,2341.00000000000,120,109,55,128,24%,5%,97,2381,84%,5.54000000000,94,3%,7%,3502,2.90000000000,2.67000000000,2.25000000000,3.47000000000,4.77000000000,2.90000000000,6.81000000000,6.41000000000,8.46000000000,0%,4698,12,211,3243.00000000000,43,4,7%,1%,4517.00000000000,1809.75259064000,116309.73560900000
S01009228,Grangemouth - Town Centre - 02,Falkirk,556,324,425,1,1,2,7,29%,162,489.00000000000,25%,81,257.00000000000,165,118,147,96,23%,14%,134,1228,61%,5.42000000000,171,12%,2%,371,2.85000000000,2.61000000000,2.14000000000,3.87000000000,5.36000000000,3.07000000000,6.44000000000,5.79000000000,7.82000000000,0%,4566,33,589,713.00000000000,60,7,10%,1%,3327.00000000000,1638.89839789000,89335.97778350000
S01009229,Grangemouth - Town Centre - 03,Falkirk,504,323,3041,3,5,9,44,11%,55,3177.00000000000,11%,35,2459.00000000000,100,196,169,87,19%,13%,104,2739,83%,5.93000000000,97,0%,10%,4448,1.75000000000,1.72000000000,2.08000000000,3.27000000000,5.69000000000,2.17000000000,5.21000000000,5.86000000000,6.56000000000,2%,5710,33,650,586.00000000000,45,4,8%,1%,4327.00000000000,2915.89099772000,198920.12204600000
S01009230,Grangemouth - Town Centre - 04,Falkirk,512,369,3017,3,5,9,44,11%,57,3131.00000000000,11%,42,2310.00000000000,120,96,46,55,18%,6%,95,3094,85%,0.00000000000,101,3%,2%,2547,1.87000000000,2.09000000000,2.94000000000,3.85000000000,6.22000000000,2.92000000000,5.57000000000,7.43000000000,7.09000000000,0%,4890,5,100,5115.00000000000,70,13,13%,2%,2193.00000000000,1810.46795668000,72433.20311190000
S01009231,Grangemouth - Town Centre - 05,Falkirk,929,586,4912,4,8,15,71,5%,43,5165.00000000000,5%,30,4543.00000000000,70,119,18,95,17%,6%,95,3928,86%,5.54000000000,85,3%,5%,3542,1.65000000000,3.25000000000,3.95000000000,4.11000000000,5.65000000000,4.23000000000,7.85000000000,10.12000000000,9.37000000000,0%,2885,4,44,6293.00000000000,44,17,5%,2%,5225.00000000000,2715.62644651000,229673.64348800000
S01009232,Grangemouth - Kersiebank - 01,Falkirk,569,384,438,1,1,2,7,25%,145,813.00000000000,26%,99,226.00000000000,155,241,193,75,24%,19%,118,1354,74%,4.57000000000,164,19%,0%,232,3.63000000000,1.86000000000,1.57000000000,1.87000000000,3.26000000000,5.01000000000,6.13000000000,5.81000000000,12.51000000000,0%,5531,56,990,217.00000000000,92,6,16%,1%,1707.00000000000,1804.59303230000,73332.30798450000
S01009233,Grangemouth - Kersiebank - 02,Falkirk,551,341,3139,3,5,9,45,12%,64,2997.00000000000,8%,26,3533.00000000000,120,62,29,166,20%,15%,98,2581,81%,5.21000000000,142,14%,3%,1466,2.98000000000,1.04000000000,0.92000000000,2.19000000000,3.38000000000,3.91000000000,4.45000000000,3.78000000000,10.83000000000,0%,6729,11,204,3338.00000000000,26,6,5%,1%,5540.00000000000,2051.63182664000,97281.93906650000
S01009234,Grangemouth - Kersiebank - 03,Falkirk,899,593,536,1,1,2,8,27%,242,675.00000000000,22%,130,471.00000000000,195,255,187,147,20%,11%,136,722,70%,4.63000000000,174,16%,2%,342,3.49000000000,1.67000000000,1.31000000000,2.71000000000,3.73000000000,4.93000000000,6.06000000000,4.16000000000,12.13000000000,0%,5611,47,524,915.00000000000,142,34,14%,3%,1631.00000000000,1704.60605099000,112828.30795300000
S01009235,Grangemouth - Kersiebank - 04,Falkirk,819,555,1550,2,3,5,23,18%,151,1662.00000000000,13%,74,1813.00000000000,130,131,180,120,21%,10%,129,1810,74%,4.60000000000,136,6%,4%,1032,2.38000000000,1.18000000000,1.70000000000,2.98000000000,4.30000000000,4.60000000000,4.31000000000,6.04000000000,9.69000000000,0%,5722,68,825,341.00000000000,115,17,12%,2%,2339.00000000000,5174.66704390000,746358.90070700000
S01009236,Grangemouth - Kersiebank - 05,Falkirk,489,274,5612,5,9,17,81,4%,18,5616.00000000000,5%,14,4529.50000000000,60,22,0,51,22%,0%,74,5089,89%,5.71000000000,81,0%,2%,4029,1.41000000000,1.97000000000,2.59000000000,2.33000000000,5.14000000000,3.50000000000,4.43000000000,6.34000000000,7.33000000000,0%,5963,6,126,4639.00000000000,19,8,4%,2%,5568.00000000000,2041.53203606000,111616.25256600000
S01009237,Grangemouth - Kersiebank - 06,Falkirk,860,509,6813,5,10,20,98,2%,21,6246.00000000000,2%,12,6207.50000000000,45,50,18,44,19%,5%,67,5683,0%,5.76000000000,40,0%,9%,6409,2.32000000000,1.80000000000,2.21000000000,1.88000000000,4.73000000000,2.71000000000,6.75000000000,8.21000000000,9.93000000000,0%,5700,7,83,5454.00000000000,44,4,5%,0%,5526.00000000000,3179.43283503000,290050.54902000000
S01009238,Grangemouth - Bowhouse - 01,Falkirk,701,410,2557,2,4,8,37,10%,70,3398.00000000000,11%,45,2384.00000000000,90,84,184,89,21%,6%,101,3029,79%,5.59000000000,119,8%,4%,2182,5.95000000000,4.56000000000,4.36000000000,3.69000000000,3.39000000000,6.24000000000,12.08000000000,12.07000000000,18.51000000000,0%,1147,10,146,4251.00000000000,92,9,13%,1%,2472.00000000000,1967.21903760000,130198.65215500000
S01009239,Grangemouth - Bowhouse - 02,Falkirk,767,500,2197,2,4,7,32,16%,119,2145.00000000000,12%,58,2216.00000000000,130,214,36,120,22%,4%,130,1818,80%,5.47000000000,118,5%,4%,2357,4.89000000000,3.50000000000,3.27000000000,2.96000000000,2.55000000000,5.33000000000,8.97000000000,8.74000000000,15.40000000000,0%,2652,14,187,3603.00000000000,93,7,11%,1%,3203.00000000000,3098.27778225000,212686.07906600000
S01009240,Grangemouth - Bowhouse - 03,Falkirk,609,433,274,1,1,1,4,30%,183,415.00000000000,28%,123,127.00000000000,200,283,454,137,24%,9%,151,449,76%,5.13000000000,166,28%,2%,641,3.92000000000,2.04000000000,1.87000000000,2.44000000000,3.44000000000,3.95000000000,7.62000000000,7.29000000000,13.10000000000,0%,4735,51,841,321.00000000000,75,5,11%,1%,3085.00000000000,1575.82592730000,105800.14891500000
S01009241,Grangemouth - Bowhouse - 04,Falkirk,971,595,723,1,2,3,11,27%,263,655.00000000000,20%,120,615.00000000000,175,219,141,111,24%,2%,139,966,68%,4.94000000000,165,6%,5%,843,4.37000000000,2.56000000000,2.36000000000,2.20000000000,2.82000000000,4.44000000000,9.96000000000,9.39000000000,16.19000000000,0%,3526,34,348,1833.00000000000,87,8,10%,1%,3494.00000000000,2659.21205303000,218294.06060400000
S01009242,Grangemouth - Bowhouse - 05,Falkirk,691,441,4403,4,7,13,64,8%,56,3877.00000000000,6%,25,4281.00000000000,45,130,194,85,17%,5%,87,4718,91%,5.88000000000,79,2%,3%,4319,4.08000000000,2.84000000000,2.56000000000,2.63000000000,2.41000000000,5.95000000000,8.42000000000,8.41000000000,14.85000000000,0%,3487,26,371,1675.00000000000,42,6,6%,1%,5090.00000000000,3323.24483690000,309778.68704600000
S01009243,Bo'ness - Douglas - 01,Falkirk,946,567,3078,3,5,9,45,10%,93,3436.00000000000,9%,48,3200.00000000000,125,88,97,81,23%,5%,123,2187,79%,5.70000000000,114,4%,3%,2521,2.63000000000,2.76000000000,2.86000000000,3.87000000000,4.87000000000,4.73000000000,10.01000000000,9.63000000000,13.23000000000,0%,2680,13,141,4344.00000000000,104,2,10%,0%,3513.00000000000,1990.15248368000,141974.80003000000
S01009244,Bo'ness - Douglas - 02,Falkirk,736,442,5859,5,9,17,84,2%,17,6315.00000000000,2%,9,6456.00000000000,45,30,21,51,18%,0%,71,5675,86%,5.82000000000,64,1%,14%,4994,3.54000000000,3.83000000000,3.60000000000,3.85000000000,6.04000000000,5.42000000000,17.01000000000,12.86000000000,16.28000000000,10%,970,0,0,6602.00000000000,21,7,3%,1%,6345.00000000000,22351.44044570000,10784648.96140000000
S01009245,Bo'ness - Douglas - 03,Falkirk,816,473,5578,4,8,16,80,4%,31,5556.00000000000,3%,15,5698.00000000000,60,71,0,48,16%,9%,80,5038,83%,5.85000000000,70,2%,9%,4286,2.75000000000,2.61000000000,2.52000000000,3.84000000000,5.74000000000,4.85000000000,10.73000000000,7.76000000000,12.52000000000,8%,2343,7,88,5359.00000000000,25,13,3%,2%,5948.50000000000,7083.46823132000,1472510.14992000000
S01009246,Bo'ness - Douglas - 04,Falkirk,828,491,3209,3,5,10,47,12%,97,2974.00000000000,8%,40,3343.00000000000,105,40,82,103,25%,9%,100,2737,85%,5.73000000000,147,2%,3%,2598,2.01000000000,1.87000000000,2.42000000000,2.78000000000,5.23000000000,4.29000000000,6.57000000000,6.33000000000,10.88000000000,0%,4893,22,260,2618.00000000000,89,5,11%,1%,3146.00000000000,3360.39778814000,279859.14065300000
S01009247,Bo'ness - Douglas - 05,Falkirk,997,671,3587,3,6,11,52,9%,88,3691.00000000000,7%,49,3587.00000000000,105,50,29,145,20%,2%,95,3074,77%,5.48000000000,142,3%,4%,2003,1.68000000000,1.88000000000,1.72000000000,3.10000000000,4.12000000000,3.65000000000,9.08000000000,8.15000000000,12.84000000000,0%,4824,12,123,4690.00000000000,112,13,11%,1%,2948.00000000000,2387.22449418000,128598.48534700000
S01009248,Bo'ness - Newtown - 01,Falkirk,659,391,4378,4,7,13,63,7%,49,4100.00000000000,6%,25,3973.00000000000,75,26,27,64,19%,6%,80,4361,85%,5.65000000000,90,3%,4%,3401,2.22000000000,2.16000000000,2.26000000000,3.50000000000,3.56000000000,4.19000000000,7.06000000000,11.85000000000,14.07000000000,0%,4148,15,233,2952.00000000000,38,0,6%,0%,5596.00000000000,3820.30516248000,266116.61879900000
S01009249,Bo'ness - Newtown - 02,Falkirk,788,484,1558,2,3,5,23,18%,139,1792.00000000000,16%,75,1322.00000000000,150,43,175,105,27%,15%,110,1625,72%,4.67000000000,163,7%,4%,753,1.19000000000,1.53000000000,1.15000000000,2.68000000000,3.61000000000,3.16000000000,5.68000000000,4.26000000000,8.72000000000,0%,6666,16,208,3286.00000000000,85,3,10%,0%,3419.50000000000,2421.10939975000,163893.72392100000
S01009250,Bo'ness - Newtown - 03,Falkirk,622,371,3206,3,5,10,46,8%,50,3896.00000000000,11%,40,2396.00000000000,120,87,53,97,24%,10%,103,2453,77%,5.46000000000,137,0%,4%,2435,2.09000000000,2.18000000000,1.91000000000,3.28000000000,3.98000000000,4.06000000000,7.38000000000,7.50000000000,11.10000000000,0%,4814,4,66,5838.00000000000,67,1,11%,0%,3485.00000000000,1851.04077628000,96597.20386100000
S01009251,Bo'ness - Newtown - 04,Falkirk,484,287,3773,3,6,11,55,10%,48,3411.00000000000,8%,22,3495.00000000000,80,153,67,61,21%,10%,94,3415,75%,5.46000000000,111,1%,7%,2661,2.70000000000,1.14000000000,2.82000000000,2.32000000000,2.27000000000,4.64000000000,4.31000000000,12.40000000000,14.07000000000,0%,5787,10,212,3227.00000000000,8,6,1%,1%,6634.00000000000,1692.10333055000,98773.75611300000
S01009252,Bo'ness - Newtown - 05,Falkirk,479,334,6948,5,10,20,100,1%,7,6723.00000000000,1%,5,6796.00000000000,20,16,0,70,12%,8%,50,6883,92%,6.29000000000,53,2%,13%,6059,3.25000000000,1.27000000000,3.41000000000,2.58000000000,2.57000000000,5.14000000000,5.86000000000,14.34000000000,16.00000000000,0%,4527,0,0,6694.00000000000,20,0,4%,0%,6090.50000000000,1313.21871626000,91758.97591820000
S01009253,Bo'ness - Kinneil - 01,Falkirk,494,277,2510,2,4,8,36,13%,62,2778.00000000000,11%,31,2388.00000000000,130,65,76,100,29%,6%,112,1884,83%,5.30000000000,165,2%,2%,1819,1.90000000000,1.76000000000,1.48000000000,3.05000000000,4.78000000000,3.81000000000,4.83000000000,3.92000000000,9.05000000000,0%,6074,10,207,3295.00000000000,66,2,14%,0%,2359.50000000000,1387.73410430000,115330.53373100000
S01009254,Bo'ness - Kinneil - 02,Falkirk,816,489,1360,1,2,4,20,18%,147,1728.00000000000,14%,68,1622.00000000000,150,92,20,147,24%,3%,141,1479,72%,4.39000000000,173,10%,1%,279,1.64000000000,1.50000000000,2.03000000000,2.64000000000,4.48000000000,3.27000000000,6.45000000000,5.07000000000,9.06000000000,0%,6133,26,314,2120.00000000000,99,4,12%,0%,2899.00000000000,3906.28840041000,548880.72722000000
S01009255,Bo'ness - Kinneil - 03,Falkirk,646,466,1927,2,3,6,28,16%,106,2004.50000000000,12%,56,2145.00000000000,120,123,18,148,21%,0%,114,2428,68%,4.75000000000,137,15%,6%,756,1.75000000000,2.78000000000,1.56000000000,3.01000000000,4.47000000000,1.52000000000,9.41000000000,4.21000000000,4.48000000000,0%,6372,22,333,1955.00000000000,122,25,19%,4%,787.00000000000,3790.38000493000,351751.85606500000
S01009256,Bo'ness - Kinneil - 04,Falkirk,476,281,5504,4,8,16,79,5%,24,4980.00000000000,5%,15,4506.00000000000,70,90,38,58,19%,0%,77,4353,0%,6.43000000000,90,12%,6%,4654,1.40000000000,1.72000000000,1.89000000000,1.76000000000,2.94000000000,2.79000000000,6.56000000000,7.59000000000,9.71000000000,0%,6234,0,0,6315.00000000000,31,2,6%,0%,4975.00000000000,2636.59731826000,198777.12993300000
S01009257,Bo'ness - Kinneil - 05,Falkirk,738,492,4135,3,6,12,60,8%,58,3964.00000000000,8%,40,3329.00000000000,65,59,136,103,19%,4%,73,4237,84%,6.00000000000,93,2%,6%,3975,0.96000000000,1.77000000000,1.66000000000,2.33000000000,4.00000000000,2.16000000000,6.58000000000,5.57000000000,6.19000000000,0%,6652,27,361,1745.00000000000,89,8,14%,1%,2123.00000000000,3338.25905090000,355461.89360900000
S01009258,"Blackness, Bo'ness - Carriden and Grahamsdyke - 01",Falkirk,692,424,4897,4,8,15,71,3%,22,5875.00000000000,4%,15,5451.00000000000,55,36,50,61,20%,0%,83,4812,92%,5.94000000000,66,2%,9%,5345,6.18000000000,6.40000000000,5.41000000000,2.81000000000,6.78000000000,6.95000000000,20.04000000000,14.57000000000,17.65000000000,50%,544,12,178,3748.00000000000,42,26,7%,4%,3458.00000000000,18907.96079720000,10559295.12750000000
S01009259,"Blackness, Bo'ness - Carriden and Grahamsdyke - 02",Falkirk,908,537,5468,4,8,16,79,5%,43,5118.00000000000,5%,26,4699.00000000000,65,16,53,60,18%,4%,80,4787,86%,5.63000000000,76,0%,9%,4586,2.38000000000,2.17000000000,2.85000000000,2.35000000000,3.00000000000,4.16000000000,5.75000000000,10.45000000000,12.62000000000,0%,4907,13,147,4241.00000000000,26,2,3%,0%,6521.00000000000,4388.08582914000,530340.88749100000
S01009260,"Blackness, Bo'ness - Carriden and Grahamsdyke - 03",Falkirk,1182,773,3907,3,6,12,57,9%,102,3749.00000000000,8%,59,3487.00000000000,80,34,0,107,20%,7%,76,4198,84%,5.81000000000,108,2%,7%,3656,3.69000000000,3.51000000000,3.61000000000,2.76000000000,4.48000000000,3.66000000000,11.74000000000,8.14000000000,8.48000000000,0%,2632,17,147,4235.00000000000,113,12,10%,1%,3321.00000000000,8749.45277660000,780538.78084500000
S01009261,"Blackness, Bo'ness - Carriden and Grahamsdyke - 04",Falkirk,752,456,1589,2,3,5,23,21%,156,1335.00000000000,15%,68,1475.00000000000,130,110,106,86,24%,12%,96,2268,81%,4.93000000000,143,7%,5%,1706,2.88000000000,3.50000000000,2.60000000000,2.48000000000,4.31000000000,2.64000000000,11.77000000000,7.51000000000,7.79000000000,0%,4155,35,463,1160.00000000000,67,4,9%,1%,3842.00000000000,4079.38564809000,223184.11035900000
S01009262,"Blackness, Bo'ness - Carriden and Grahamsdyke - 05",Falkirk,596,396,1429,2,3,5,21,18%,106,1762.00000000000,12%,49,2085.00000000000,130,64,382,105,22%,3%,119,1944,64%,4.56000000000,195,4%,2%,241,3.50000000000,3.30000000000,3.97000000000,2.73000000000,4.16000000000,5.02000000000,8.47000000000,11.84000000000,12.31000000000,0%,2388,9,155,4105.00000000000,78,2,13%,0%,2683.50000000000,1221.07245483000,74812.40909510000
S01009263,"Blackness, Bo'ness - Carriden and Grahamsdyke - 06",Falkirk,813,534,6078,5,9,18,88,3%,22,6119.00000000000,3%,15,5933.50000000000,55,10,57,56,14%,7%,69,5635,89%,5.50000000000,47,2%,9%,4972,3.54000000000,3.34000000000,4.01000000000,2.84000000000,4.33000000000,5.06000000000,8.45000000000,12.05000000000,12.60000000000,0%,2261,3,38,6415.00000000000,35,0,4%,0%,6054.00000000000,3119.34178953000,347745.76866700000
S01009264,Kincardine North and Tulliallan,Fife,562,355,5056,4,8,15,73,4%,22,5493.00000000000,4%,14,5170.50000000000,55,25,0,91,22%,0%,83,4875,87%,5.90000000000,73,0%,11%,5040,6.55000000000,2.71000000000,2.55000000000,2.73000000000,13.71000000000,11.88000000000,8.61000000000,7.15000000000,25.37000000000,16%,1046,8,144,4290.00000000000,8,12,2%,2%,6203.00000000000,26760.20509410000,21240318.68580000000
S01009265,Kincardine West,Fife,750,457,2310,2,4,7,34,15%,113,2235.00000000000,12%,55,2148.00000000000,110,210,91,75,28%,0%,101,2269,82%,4.88000000000,98,5%,9%,2609,5.91000000000,1.52000000000,1.53000000000,1.89000000000,13.51000000000,11.89000000000,6.61000000000,6.25000000000,26.86000000000,0%,2462,10,134,4472.50000000000,79,6,10%,1%,3455.00000000000,3651.84919712000,271549.29088500000
S01009266,Kincardine East,Fife,839,526,3273,3,5,10,47,9%,79,3533.00000000000,8%,43,3272.00000000000,80,103,54,106,19%,12%,117,3165,84%,5.58000000000,127,9%,6%,2632,5.70000000000,1.85000000000,1.59000000000,2.17000000000,13.70000000000,12.64000000000,6.74000000000,5.28000000000,27.81000000000,0%,2042,16,192,3521.00000000000,40,0,5%,0%,5918.00000000000,3410.16227225000,211322.05134200000
S01009267,Kincardine South,Fife,838,513,4260,4,7,13,62,8%,71,3793.00000000000,6%,33,3941.50000000000,80,37,62,117,20%,14%,82,3710,87%,5.77000000000,96,2%,7%,3945,5.16000000000,1.35000000000,1.14000000000,2.26000000000,13.43000000000,12.26000000000,5.26000000000,4.05000000000,26.16000000000,0%,3435,8,96,5194.00000000000,54,22,7%,3%,3843.00000000000,3283.94698091000,203651.03228900000
S01009268,Blairhall and Landward,Fife,1025,651,3280,3,5,10,48,10%,106,3320.00000000000,7%,46,3676.00000000000,105,124,0,99,19%,3%,91,3320,87%,5.44000000000,104,2%,5%,3325,9.29000000000,4.39000000000,1.15000000000,2.14000000000,16.37000000000,15.48000000000,11.20000000000,4.77000000000,32.27000000000,12%,989,12,118,4790.00000000000,67,2,7%,0%,4982.00000000000,24155.55016970000,13886457.13270000000
S01009269,Oakley North,Fife,890,541,1016,1,2,3,15,24%,213,970.00000000000,16%,86,1236.00000000000,150,191,240,113,26%,0%,116,1346,72%,4.70000000000,175,11%,5%,668,6.74000000000,1.68000000000,1.69000000000,3.11000000000,13.29000000000,13.07000000000,5.72000000000,5.57000000000,20.67000000000,0%,2007,29,328,1992.00000000000,70,4,8%,0%,4388.00000000000,5334.06442586000,385786.79718300000
S01009270,Comrie East,Fife,586,356,1344,1,2,4,20,21%,121,1354.00000000000,14%,50,1613.00000000000,145,155,27,160,26%,7%,102,1683,79%,4.88000000000,170,10%,1%,691,6.64000000000,1.39000000000,1.33000000000,3.38000000000,14.01000000000,13.70000000000,3.78000000000,3.57000000000,21.48000000000,0%,2563,13,224,3054.00000000000,93,3,16%,1%,1855.00000000000,3793.91046957000,302100.53668200000
S01009271,Comrie West,Fife,827,563,5312,4,8,16,77,3%,27,5836.00000000000,4%,22,5143.00000000000,50,12,20,50,19%,4%,61,5793,92%,5.81000000000,66,2%,5%,4884,8.09000000000,2.76000000000,2.67000000000,4.18000000000,14.76000000000,14.51000000000,8.31000000000,7.99000000000,26.68000000000,0%,973,4,49,6183.00000000000,34,2,4%,0%,6131.00000000000,2286.18329230000,216038.97828800000
S01009272,Oakley East,Fife,691,406,1527,2,3,5,22,16%,112,2031.00000000000,14%,57,1630.00000000000,130,88,95,83,25%,8%,107,2158,77%,4.94000000000,188,8%,4%,925,7.16000000000,2.52000000000,2.43000000000,4.02000000000,14.69000000000,14.41000000000,5.98000000000,5.66000000000,21.50000000000,0%,1318,23,336,1933.00000000000,84,0,12%,0%,3077.00000000000,1916.21637226000,173890.47631200000
S01009273,Saline North,Fife,503,278,5362,4,8,16,77,2%,12,6284.00000000000,4%,10,5436.50000000000,45,78,37,99,18%,0%,67,5341,90%,6.40000000000,34,0%,12%,6475,11.58000000000,6.25000000000,6.16000000000,2.22000000000,12.24000000000,10.43000000000,13.51000000000,13.20000000000,24.83000000000,0%,561,6,120,4746.00000000000,10,1,2%,0%,6674.00000000000,2483.78672773000,223874.10829800000
S01009274,Saline South,Fife,646,400,3942,3,6,12,57,5%,35,4831.00000000000,5%,20,4555.00000000000,70,102,136,108,21%,5%,100,3386,87%,4.88000000000,81,3%,10%,3305,11.27000000000,5.98000000000,5.89000000000,2.09000000000,11.57000000000,11.44000000000,11.35000000000,11.04000000000,21.61000000000,0%,698,5,78,5576.00000000000,48,3,8%,0%,4473.00000000000,2389.60378329000,202443.66408300000
S01009275,Knock Hill Landward,Fife,643,415,1831,2,3,6,27,14%,93,2349.00000000000,15%,62,1409.00000000000,130,72,0,187,27%,13%,97,2132,90%,5.18000000000,99,3%,18%,4210,11.57000000000,7.61000000000,7.51000000000,4.45000000000,12.82000000000,13.22000000000,18.92000000000,18.61000000000,27.47000000000,65%,224,5,78,5566.00000000000,34,6,6%,1%,4973.00000000000,44487.53275860000,47188569.63870000000
S01009276,Carnock,Fife,844,492,4239,4,7,13,61,7%,62,4146.00000000000,7%,32,3883.00000000000,65,90,42,92,19%,10%,81,4100,92%,5.76000000000,84,0%,8%,5112,7.71000000000,3.62000000000,3.54000000000,1.36000000000,10.66000000000,10.70000000000,9.48000000000,9.17000000000,17.75000000000,0%,1197,3,36,6450.00000000000,43,4,5%,0%,5687.00000000000,4032.73723660000,282901.96412600000
S01009277,Gowkhall and Landward,Fife,557,349,5095,4,8,15,74,3%,16,6019.00000000000,3%,9,6085.00000000000,30,12,0,62,17%,0%,74,6433,88%,5.93000000000,43,5%,11%,5257,8.24000000000,6.66000000000,5.30000000000,3.60000000000,8.99000000000,9.76000000000,20.67000000000,18.27000000000,21.69000000000,67%,382,16,290,2339.00000000000,13,1,2%,0%,6609.00000000000,42260.81389580000,31712097.43000000000
S01009278,Torryburn,Fife,561,361,5822,5,9,17,84,3%,15,6140.00000000000,2%,9,6236.00000000000,50,13,51,69,14%,0%,86,5414,91%,5.90000000000,48,0%,9%,5808,3.97000000000,4.72000000000,3.85000000000,3.09000000000,14.24000000000,13.05000000000,9.29000000000,8.73000000000,20.56000000000,0%,922,0,0,6740.00000000000,17,3,3%,1%,6311.00000000000,2879.04386997000,154733.76296600000
S01009279,Newmills,Fife,576,359,4089,3,6,12,59,6%,34,4650.50000000000,7%,24,3804.00000000000,70,34,0,62,16%,0%,80,4948,82%,5.07000000000,86,2%,14%,3427,5.51000000000,2.98000000000,2.85000000000,2.73000000000,15.65000000000,14.57000000000,7.44000000000,7.59000000000,22.86000000000,13%,1008,4,70,5735.00000000000,44,4,8%,1%,4413.00000000000,24043.58790930000,12084510.69480000000
S01009280,High Valleyfield East,Fife,903,538,829,1,2,3,12,22%,197,1197.00000000000,19%,100,798.00000000000,195,186,135,149,23%,4%,114,922,72%,4.61000000000,214,6%,3%,370,6.77000000000,1.12000000000,1.24000000000,3.02000000000,16.93000000000,15.86000000000,3.95000000000,4.67000000000,24.35000000000,0%,2792,24,268,2526.00000000000,114,4,13%,0%,2715.00000000000,2465.40063606000,221725.33017300000
S01009281,High Valleyfield West,Fife,776,486,940,1,2,3,14,18%,139,1745.00000000000,19%,93,758.00000000000,175,88,174,88,26%,0%,126,1190,65%,4.96000000000,188,8%,3%,407,6.35000000000,1.74000000000,1.61000000000,2.38000000000,16.36000000000,15.44000000000,5.32000000000,5.56000000000,26.86000000000,5%,1741,18,234,2941.00000000000,118,2,14%,0%,2292.00000000000,2559.78808720000,228654.61784200000
S01009282,Culross and Low Valleyfield,Fife,692,444,3566,3,6,11,52,8%,58,3820.00000000000,8%,33,3527.00000000000,70,62,50,87,19%,13%,80,4057,84%,6.05000000000,62,1%,11%,5013,7.63000000000,3.87000000000,3.73000000000,2.84000000000,17.93000000000,16.72000000000,11.49000000000,9.79000000000,31.00000000000,20%,590,10,146,4255.00000000000,40,10,5%,1%,5022.00000000000,20218.77802040000,9540696.67723000000
S01009283,Crombie,Fife,551,365,2867,3,5,9,42,9%,48,3734.50000000000,7%,27,3571.00000000000,110,98,76,96,24%,6%,103,2544,82%,4.53000000000,76,5%,8%,2569,3.44000000000,5.60000000000,3.35000000000,4.71000000000,11.38000000000,11.28000000000,10.31000000000,15.86000000000,23.49000000000,12%,637,8,146,4246.00000000000,36,31,8%,7%,2142.00000000000,21240.63547730000,8673028.70807000000
S01009284,Cairneyhill East,Fife,790,542,5920,5,9,17,85,4%,34,5318.00000000000,3%,18,5581.50000000000,40,49,0,90,15%,14%,72,5816,90%,6.24000000000,35,0%,9%,6212,1.03000000000,6.75000000000,1.10000000000,3.12000000000,10.96000000000,9.60000000000,12.68000000000,4.11000000000,15.01000000000,0%,2366,8,102,5078.00000000000,19,4,2%,0%,6565.00000000000,3027.04245577000,215574.59455100000
S01009285,Cairneyhill North,Fife,837,525,5173,4,8,15,75,3%,28,5796.00000000000,5%,25,4691.00000000000,65,90,19,62,17%,7%,77,4621,92%,5.91000000000,45,0%,9%,5939,1.87000000000,6.62000000000,1.78000000000,2.38000000000,12.45000000000,10.95000000000,14.70000000000,7.51000000000,18.86000000000,1%,1106,5,60,5966.00000000000,56,1,6%,0%,5257.00000000000,1963.83031365000,153194.51139300000
S01009286,Cairneyhill West,Fife,684,404,5536,4,8,16,80,4%,24,5703.50000000000,4%,15,5251.50000000000,55,57,48,90,17%,0%,92,4622,0%,6.11000000000,57,2%,18%,6369,1.46000000000,6.35000000000,1.41000000000,2.92000000000,11.59000000000,10.54000000000,12.42000000000,4.69000000000,15.74000000000,12%,1508,5,74,5661.00000000000,26,10,4%,1%,5828.00000000000,2884.58370444000,193743.57147700000
S01009287,Limekilns,Fife,763,424,5887,5,9,17,85,4%,29,5555.00000000000,3%,11,6005.00000000000,25,31,0,65,16%,0%,54,6708,90%,6.33000000000,23,2%,19%,6572,4.79000000000,4.28000000000,4.45000000000,1.59000000000,8.55000000000,8.47000000000,9.51000000000,14.70000000000,18.36000000000,12%,976,4,53,6112.00000000000,8,2,1%,0%,6871.00000000000,3211.24915990000,269917.09786900000
