Year of occurrence,Month of occurrence,Sex,Council area,Number of deaths
2020,December,Males,Renfrewshire,111
2020,December,Males,Scottish Borders,60
2020,December,Males,Shetland Islands,11
2020,December,Males,South Ayrshire,81
2020,December,Males,South Lanarkshire,206
2020,December,Males,Stirling,52
2020,December,Males,West Dunbartonshire,65
2020,December,Males,West Lothian,92
2021,January,Females,Scotland,3342
2021,January,Females,Aberdeen City,133
2021,January,Females,Aberdeenshire,155
2021,January,Females,Angus,73
2021,January,Females,Argyll and Bute,47
2021,January,Females,City of Edinburgh,239
2021,January,Females,Clackmannanshire,30
2021,January,Females,Dumfries and Galloway,126
2021,January,Females,Dundee City,102
2021,January,Females,East Ayrshire,85
2021,January,Females,East Dunbartonshire,67
2021,January,Females,East Lothian,64
2021,January,Females,East Renfrewshire,54
2021,January,Females,Falkirk,94
2021,January,Females,Fife,230
2021,January,Females,Glasgow City,372
2021,January,Females,Highland,143
2021,January,Females,Inverclyde,59
2021,January,Females,Midlothian,45
2021,January,Females,Moray,49
2021,January,Females,Na h-Eileanan Siar,21
2021,January,Females,North Ayrshire,111
2021,January,Females,North Lanarkshire,233
2021,January,Females,Orkney Islands,14
2021,January,Females,Perth and Kinross,114
2021,January,Females,Renfrewshire,124
2021,January,Females,Scottish Borders,69
2021,January,Females,Shetland Islands,11
2021,January,Females,South Ayrshire,75
2021,January,Females,South Lanarkshire,217
2021,January,Females,Stirling,57
2021,January,Females,West Dunbartonshire,54
2021,January,Females,West Lothian,75
2021,January,Males,Scotland,3340
2021,January,Males,Aberdeen City,125
2021,January,Males,Aberdeenshire,136
2021,January,Males,Angus,82
2021,January,Males,Argyll and Bute,63
2021,January,Males,City of Edinburgh,257
2021,January,Males,Clackmannanshire,38
2021,January,Males,Dumfries and Galloway,140
2021,January,Males,Dundee City,95
2021,January,Males,East Ayrshire,93
2021,January,Males,East Dunbartonshire,59
2021,January,Males,East Lothian,50
2021,January,Males,East Renfrewshire,51
2021,January,Males,Falkirk,90
2021,January,Males,Fife,252
2021,January,Males,Glasgow City,384
2021,January,Males,Highland,127
2021,January,Males,Inverclyde,61
2021,January,Males,Midlothian,46
2021,January,Males,Moray,53
2021,January,Males,Na h-Eileanan Siar,25
2021,January,Males,North Ayrshire,102
2021,January,Males,North Lanarkshire,240
2021,January,Males,Orkney Islands,13
2021,January,Males,Perth and Kinross,105
2021,January,Males,Renfrewshire,124
2021,January,Males,Scottish Borders,67
2021,January,Males,Shetland Islands,11
2021,January,Males,South Ayrshire,70
2021,January,Males,South Lanarkshire,179
2021,January,Males,Stirling,54
2021,January,Males,West Dunbartonshire,65
2021,January,Males,West Lothian,83
2021,February,Females,Scotland,2716
2021,February,Females,Aberdeen City,84
2021,February,Females,Aberdeenshire,116
2021,February,Females,Angus,69
2021,February,Females,Argyll and Bute,64
2021,February,Females,City of Edinburgh,195
2021,February,Females,Clackmannanshire,34
2021,February,Females,Dumfries and Galloway,81
2021,February,Females,Dundee City,89
2021,February,Females,East Ayrshire,71
2021,February,Females,East Dunbartonshire,65
2021,February,Females,East Lothian,51
2021,February,Females,East Renfrewshire,52
2021,February,Females,Falkirk,98
2021,February,Females,Fife,171
2021,February,Females,Glasgow City,311
2021,February,Females,Highland,127
2021,February,Females,Inverclyde,45
2021,February,Females,Midlothian,41
2021,February,Females,Moray,47
2021,February,Females,Na h-Eileanan Siar,8
2021,February,Females,North Ayrshire,86
2021,February,Females,North Lanarkshire,166
2021,February,Females,Orkney Islands,9
2021,February,Females,Perth and Kinross,68
2021,February,Females,Renfrewshire,94
2021,February,Females,Scottish Borders,62
2021,February,Females,Shetland Islands,6
2021,February,Females,South Ayrshire,63
2021,February,Females,South Lanarkshire,175
2021,February,Females,Stirling,45
2021,February,Females,West Dunbartonshire,57
2021,February,Females,West Lothian,66
2021,February,Males,Scotland,2721
2021,February,Males,Aberdeen City,96
2021,February,Males,Aberdeenshire,118
2021,February,Males,Angus,74
2021,February,Males,Argyll and Bute,39
2021,February,Males,City of Edinburgh,190
2021,February,Males,Clackmannanshire,35
2021,February,Males,Dumfries and Galloway,104
2021,February,Males,Dundee City,65
2021,February,Males,East Ayrshire,72
2021,February,Males,East Dunbartonshire,55
2021,February,Males,East Lothian,53
2021,February,Males,East Renfrewshire,43
2021,February,Males,Falkirk,113
2021,February,Males,Fife,197
2021,February,Males,Glasgow City,286
2021,February,Males,Highland,121
2021,February,Males,Inverclyde,41
2021,February,Males,Midlothian,36
2021,February,Males,Moray,41
2021,February,Males,Na h-Eileanan Siar,15
2021,February,Males,North Ayrshire,94
2021,February,Males,North Lanarkshire,175
2021,February,Males,Orkney Islands,12
2021,February,Males,Perth and Kinross,84
2021,February,Males,Renfrewshire,85
2021,February,Males,Scottish Borders,62
2021,February,Males,Shetland Islands,19
2021,February,Males,South Ayrshire,64
2021,February,Males,South Lanarkshire,178
2021,February,Males,Stirling,41
2021,February,Males,West Dunbartonshire,39
2021,February,Males,West Lothian,74
2021,March,Females,Scotland,2443
2021,March,Females,Aberdeen City,86
2021,March,Females,Aberdeenshire,90
2021,March,Females,Angus,58
2021,March,Females,Argyll and Bute,40
2021,March,Females,City of Edinburgh,174
2021,March,Females,Clackmannanshire,24
2021,March,Females,Dumfries and Galloway,78
2021,March,Females,Dundee City,72
2021,March,Females,East Ayrshire,72
2021,March,Females,East Dunbartonshire,47
2021,March,Females,East Lothian,53
2021,March,Females,East Renfrewshire,28
2021,March,Females,Falkirk,78
2021,March,Females,Fife,171
2021,March,Females,Glasgow City,269
2021,March,Females,Highland,114
2021,March,Females,Inverclyde,43
2021,March,Females,Midlothian,36
2021,March,Females,Moray,43
2021,March,Females,Na h-Eileanan Siar,18
2021,March,Females,North Ayrshire,80
2021,March,Females,North Lanarkshire,161
2021,March,Females,Orkney Islands,15
2021,March,Females,Perth and Kinross,68
2021,March,Females,Renfrewshire,95
2021,March,Females,Scottish Borders,70
2021,March,Females,Shetland Islands,6
2021,March,Females,South Ayrshire,54
2021,March,Females,South Lanarkshire,151
2021,March,Females,Stirling,37
2021,March,Females,West Dunbartonshire,48
2021,March,Females,West Lothian,64
2021,March,Males,Scotland,2497
2021,March,Males,Aberdeen City,86
2021,March,Males,Aberdeenshire,119
2021,March,Males,Angus,65
2021,March,Males,Argyll and Bute,41
2021,March,Males,City of Edinburgh,182
2021,March,Males,Clackmannanshire,29
2021,March,Males,Dumfries and Galloway,87
2021,March,Males,Dundee City,62
2021,March,Males,East Ayrshire,62
2021,March,Males,East Dunbartonshire,52
2021,March,Males,East Lothian,49
2021,March,Males,East Renfrewshire,33
2021,March,Males,Falkirk,74
2021,March,Males,Fife,161
2021,March,Males,Glasgow City,276
2021,March,Males,Highland,118
2021,March,Males,Inverclyde,37
2021,March,Males,Midlothian,45
2021,March,Males,Moray,47
2021,March,Males,Na h-Eileanan Siar,18
2021,March,Males,North Ayrshire,69
2021,March,Males,North Lanarkshire,161
2021,March,Males,Orkney Islands,10
2021,March,Males,Perth and Kinross,83
2021,March,Males,Renfrewshire,89
2021,March,Males,Scottish Borders,49
2021,March,Males,Shetland Islands,18
2021,March,Males,South Ayrshire,62
2021,March,Males,South Lanarkshire,145
2021,March,Males,Stirling,45
2021,March,Males,West Dunbartonshire,55
2021,March,Males,West Lothian,68
2021,April,Females,Scotland,2224
2021,April,Females,Aberdeen City,87
2021,April,Females,Aberdeenshire,93
2021,April,Females,Angus,59
2021,April,Females,Argyll and Bute,45
2021,April,Females,City of Edinburgh,149
2021,April,Females,Clackmannanshire,17
2021,April,Females,Dumfries and Galloway,60
2021,April,Females,Dundee City,62
2021,April,Females,East Ayrshire,64
2021,April,Females,East Dunbartonshire,45
2021,April,Females,East Lothian,42
2021,April,Females,East Renfrewshire,31
2021,April,Females,Falkirk,60
2021,April,Females,Fife,174
2021,April,Females,Glasgow City,236
2021,April,Females,Highland,96
2021,April,Females,Inverclyde,47
2021,April,Females,Midlothian,37
2021,April,Females,Moray,48
2021,April,Females,Na h-Eileanan Siar,13
2021,April,Females,North Ayrshire,72
2021,April,Females,North Lanarkshire,146
2021,April,Females,Orkney Islands,6
2021,April,Females,Perth and Kinross,63
2021,April,Females,Renfrewshire,75
2021,April,Females,Scottish Borders,53
2021,April,Females,Shetland Islands,9
2021,April,Females,South Ayrshire,57
2021,April,Females,South Lanarkshire,137
2021,April,Females,Stirling,28
2021,April,Females,West Dunbartonshire,52
2021,April,Females,West Lothian,61
2021,April,Males,Scotland,2236
2021,April,Males,Aberdeen City,81
2021,April,Males,Aberdeenshire,90
2021,April,Males,Angus,54
2021,April,Males,Argyll and Bute,39
2021,April,Males,City of Edinburgh,162
2021,April,Males,Clackmannanshire,31
2021,April,Males,Dumfries and Galloway,73
2021,April,Males,Dundee City,69
2021,April,Males,East Ayrshire,61
2021,April,Males,East Dunbartonshire,40
2021,April,Males,East Lothian,36
2021,April,Males,East Renfrewshire,36
2021,April,Males,Falkirk,65
2021,April,Males,Fife,158
2021,April,Males,Glasgow City,238
2021,April,Males,Highland,117
2021,April,Males,Inverclyde,32
2021,April,Males,Midlothian,34
2021,April,Males,Moray,39
2021,April,Males,Na h-Eileanan Siar,16
2021,April,Males,North Ayrshire,74
2021,April,Males,North Lanarkshire,150
2021,April,Males,Orkney Islands,14
2021,April,Males,Perth and Kinross,58
2021,April,Males,Renfrewshire,70
2021,April,Males,Scottish Borders,38
2021,April,Males,Shetland Islands,9
2021,April,Males,South Ayrshire,71
2021,April,Males,South Lanarkshire,127
2021,April,Males,Stirling,38
2021,April,Males,West Dunbartonshire,43
2021,April,Males,West Lothian,73
2021,May,Females,Scotland,2319
2021,May,Females,Aberdeen City,81
2021,May,Females,Aberdeenshire,113
2021,May,Females,Angus,52
2021,May,Females,Argyll and Bute,42
2021,May,Females,City of Edinburgh,190
2021,May,Females,Clackmannanshire,24
2021,May,Females,Dumfries and Galloway,77
2021,May,Females,Dundee City,75
2021,May,Females,East Ayrshire,67
2021,May,Females,East Dunbartonshire,45
2021,May,Females,East Lothian,41
2021,May,Females,East Renfrewshire,37
2021,May,Females,Falkirk,66
2021,May,Females,Fife,202
2021,May,Females,Glasgow City,233
2021,May,Females,Highland,91
2021,May,Females,Inverclyde,34
2021,May,Females,Midlothian,45
2021,May,Females,Moray,32
2021,May,Females,Na h-Eileanan Siar,16
2021,May,Females,North Ayrshire,75
2021,May,Females,North Lanarkshire,150
2021,May,Females,Orkney Islands,7
2021,May,Females,Perth and Kinross,60
2021,May,Females,Renfrewshire,66
2021,May,Females,Scottish Borders,40
2021,May,Females,Shetland Islands,5
2021,May,Females,South Ayrshire,62
2021,May,Females,South Lanarkshire,149
2021,May,Females,Stirling,39
2021,May,Females,West Dunbartonshire,40
2021,May,Females,West Lothian,63
2021,May,Males,Scotland,2401
2021,May,Males,Aberdeen City,68
2021,May,Males,Aberdeenshire,113
2021,May,Males,Angus,54
2021,May,Males,Argyll and Bute,51
2021,May,Males,City of Edinburgh,193
2021,May,Males,Clackmannanshire,17
2021,May,Males,Dumfries and Galloway,86
2021,May,Males,Dundee City,63
2021,May,Males,East Ayrshire,62
2021,May,Males,East Dunbartonshire,49
2021,May,Males,East Lothian,46
2021,May,Males,East Renfrewshire,25
2021,May,Males,Falkirk,80
2021,May,Males,Fife,175
2021,May,Males,Glasgow City,269
2021,May,Males,Highland,118
2021,May,Males,Inverclyde,37
2021,May,Males,Midlothian,37
2021,May,Males,Moray,48
2021,May,Males,Na h-Eileanan Siar,15
2021,May,Males,North Ayrshire,73
2021,May,Males,North Lanarkshire,145
2021,May,Males,Orkney Islands,11
2021,May,Males,Perth and Kinross,48
2021,May,Males,Renfrewshire,97
2021,May,Males,Scottish Borders,49
2021,May,Males,Shetland Islands,14
2021,May,Males,South Ayrshire,59
2021,May,Males,South Lanarkshire,131
2021,May,Males,Stirling,47
2021,May,Males,West Dunbartonshire,50
2021,May,Males,West Lothian,71
2021,June,Females,Scotland,2379
2021,June,Females,Aberdeen City,82
2021,June,Females,Aberdeenshire,78
2021,June,Females,Angus,66
2021,June,Females,Argyll and Bute,38
2021,June,Females,City of Edinburgh,183
2021,June,Females,Clackmannanshire,23
2021,June,Females,Dumfries and Galloway,68
2021,June,Females,Dundee City,66
2021,June,Females,East Ayrshire,57
2021,June,Females,East Dunbartonshire,41
2021,June,Females,East Lothian,50
2021,June,Females,East Renfrewshire,41
2021,June,Females,Falkirk,63
2021,June,Females,Fife,164
2021,June,Females,Glasgow City,269
2021,June,Females,Highland,114
2021,June,Females,Inverclyde,38
2021,June,Females,Midlothian,35
2021,June,Females,Moray,45
2021,June,Females,Na h-Eileanan Siar,17
2021,June,Females,North Ayrshire,81
2021,June,Females,North Lanarkshire,169
2021,June,Females,Orkney Islands,6
2021,June,Females,Perth and Kinross,70
2021,June,Females,Renfrewshire,94
2021,June,Females,Scottish Borders,55
2021,June,Females,Shetland Islands,13
2021,June,Females,South Ayrshire,69
2021,June,Females,South Lanarkshire,127
2021,June,Females,Stirling,36
2021,June,Females,West Dunbartonshire,46
2021,June,Females,West Lothian,75
2021,June,Males,Scotland,2288
2021,June,Males,Aberdeen City,90
2021,June,Males,Aberdeenshire,100
2021,June,Males,Angus,50
2021,June,Males,Argyll and Bute,41
2021,June,Males,City of Edinburgh,153
2021,June,Males,Clackmannanshire,27
2021,June,Males,Dumfries and Galloway,72
2021,June,Males,Dundee City,65
2021,June,Males,East Ayrshire,51
2021,June,Males,East Dunbartonshire,39
2021,June,Males,East Lothian,47
2021,June,Males,East Renfrewshire,33
2021,June,Males,Falkirk,70
2021,June,Males,Fife,150
2021,June,Males,Glasgow City,263
2021,June,Males,Highland,102
2021,June,Males,Inverclyde,33
2021,June,Males,Midlothian,37
2021,June,Males,Moray,39
2021,June,Males,Na h-Eileanan Siar,13
2021,June,Males,North Ayrshire,62
2021,June,Males,North Lanarkshire,145
2021,June,Males,Orkney Islands,7
2021,June,Males,Perth and Kinross,78
2021,June,Males,Renfrewshire,85
2021,June,Males,Scottish Borders,53
2021,June,Males,Shetland Islands,11
2021,June,Males,South Ayrshire,67
2021,June,Males,South Lanarkshire,149
2021,June,Males,Stirling,43
2021,June,Males,West Dunbartonshire,45
2021,June,Males,West Lothian,68
2021,July,Females,Scotland,2541
2021,July,Females,Aberdeen City,92
2021,July,Females,Aberdeenshire,119
2021,July,Females,Angus,67
2021,July,Females,Argyll and Bute,52
2021,July,Females,City of Edinburgh,152
2021,July,Females,Clackmannanshire,17
2021,July,Females,Dumfries and Galloway,77
2021,July,Females,Dundee City,64
2021,July,Females,East Ayrshire,68
2021,July,Females,East Dunbartonshire,50
2021,July,Females,East Lothian,59
2021,July,Females,East Renfrewshire,38
2021,July,Females,Falkirk,77
2021,July,Females,Fife,195
2021,July,Females,Glasgow City,263
2021,July,Females,Highland,120
2021,July,Females,Inverclyde,37
2021,July,Females,Midlothian,34
2021,July,Females,Moray,45
2021,July,Females,Na h-Eileanan Siar,23
2021,July,Females,North Ayrshire,78
2021,July,Females,North Lanarkshire,165
2021,July,Females,Orkney Islands,8
2021,July,Females,Perth and Kinross,74
2021,July,Females,Renfrewshire,93
2021,July,Females,Scottish Borders,64
2021,July,Females,Shetland Islands,11
2021,July,Females,South Ayrshire,70
2021,July,Females,South Lanarkshire,164
2021,July,Females,Stirling,35
2021,July,Females,West Dunbartonshire,51
2021,July,Females,West Lothian,79
2021,July,Males,Scotland,2445
2021,July,Males,Aberdeen City,107
2021,July,Males,Aberdeenshire,103
2021,July,Males,Angus,45
2021,July,Males,Argyll and Bute,35
2021,July,Males,City of Edinburgh,190
2021,July,Males,Clackmannanshire,28
2021,July,Males,Dumfries and Galloway,82
2021,July,Males,Dundee City,81
2021,July,Males,East Ayrshire,75
2021,July,Males,East Dunbartonshire,51
2021,July,Males,East Lothian,48
2021,July,Males,East Renfrewshire,41
2021,July,Males,Falkirk,59
2021,July,Males,Fife,176
2021,July,Males,Glasgow City,279
2021,July,Males,Highland,110
2021,July,Males,Inverclyde,34
2021,July,Males,Midlothian,40
2021,July,Males,Moray,47
2021,July,Males,Na h-Eileanan Siar,15
2021,July,Males,North Ayrshire,76
2021,July,Males,North Lanarkshire,148
2021,July,Males,Orkney Islands,10
2021,July,Males,Perth and Kinross,72
2021,July,Males,Renfrewshire,69
2021,July,Males,Scottish Borders,62
2021,July,Males,Shetland Islands,8
2021,July,Males,South Ayrshire,52
2021,July,Males,South Lanarkshire,142
2021,July,Males,Stirling,35
2021,July,Males,West Dunbartonshire,49
2021,July,Males,West Lothian,76
2021,August,Females,Scotland,2448
2021,August,Females,Aberdeen City,93
2021,August,Females,Aberdeenshire,96
2021,August,Females,Angus,69
2021,August,Females,Argyll and Bute,41
2021,August,Females,City of Edinburgh,176
2021,August,Females,Clackmannanshire,21
2021,August,Females,Dumfries and Galloway,81
2021,August,Females,Dundee City,58
2021,August,Females,East Ayrshire,60
2021,August,Females,East Dunbartonshire,46
2021,August,Females,East Lothian,49
2021,August,Females,East Renfrewshire,43
2021,August,Females,Falkirk,70
2021,August,Females,Fife,200
2021,August,Females,Glasgow City,269
2021,August,Females,Highland,102
2021,August,Females,Inverclyde,35
2021,August,Females,Midlothian,43
2021,August,Females,Moray,51
2021,August,Females,Na h-Eileanan Siar,12
2021,August,Females,North Ayrshire,73
2021,August,Females,North Lanarkshire,155
2021,August,Females,Orkney Islands,10
2021,August,Females,Perth and Kinross,62
2021,August,Females,Renfrewshire,84
2021,August,Females,Scottish Borders,70
2021,August,Females,Shetland Islands,6
2021,August,Females,South Ayrshire,70
2021,August,Females,South Lanarkshire,153
2021,August,Females,Stirling,33
2021,August,Females,West Dunbartonshire,44
2021,August,Females,West Lothian,73
2021,August,Males,Scotland,2525
2021,August,Males,Aberdeen City,100
2021,August,Males,Aberdeenshire,94
2021,August,Males,Angus,52
2021,August,Males,Argyll and Bute,46
2021,August,Males,City of Edinburgh,199
2021,August,Males,Clackmannanshire,27
2021,August,Males,Dumfries and Galloway,94
2021,August,Males,Dundee City,57
2021,August,Males,East Ayrshire,62
2021,August,Males,East Dunbartonshire,41
2021,August,Males,East Lothian,40
2021,August,Males,East Renfrewshire,37
2021,August,Males,Falkirk,59
2021,August,Males,Fife,188
2021,August,Males,Glasgow City,246
2021,August,Males,Highland,130
2021,August,Males,Inverclyde,38
2021,August,Males,Midlothian,35
2021,August,Males,Moray,60
2021,August,Males,Na h-Eileanan Siar,15
2021,August,Males,North Ayrshire,79
2021,August,Males,North Lanarkshire,168
2021,August,Males,Orkney Islands,12
2021,August,Males,Perth and Kinross,74
2021,August,Males,Renfrewshire,81
2021,August,Males,Scottish Borders,73
2021,August,Males,Shetland Islands,8
2021,August,Males,South Ayrshire,66
2021,August,Males,South Lanarkshire,181
2021,August,Males,Stirling,37
2021,August,Males,West Dunbartonshire,49
2021,August,Males,West Lothian,77
2021,September,Females,Scotland,2709
2021,September,Females,Aberdeen City,106
2021,September,Females,Aberdeenshire,103
2021,September,Females,Angus,71
2021,September,Females,Argyll and Bute,49
2021,September,Females,City of Edinburgh,218
2021,September,Females,Clackmannanshire,26
2021,September,Females,Dumfries and Galloway,91
2021,September,Females,Dundee City,80
2021,September,Females,East Ayrshire,67
2021,September,Females,East Dunbartonshire,44
2021,September,Females,East Lothian,46
2021,September,Females,East Renfrewshire,46
2021,September,Females,Falkirk,76
2021,September,Females,Fife,191
2021,September,Females,Glasgow City,303
2021,September,Females,Highland,109
2021,September,Females,Inverclyde,50
2021,September,Females,Midlothian,42
2021,September,Females,Moray,47
2021,September,Females,Na h-Eileanan Siar,16
2021,September,Females,North Ayrshire,84
2021,September,Females,North Lanarkshire,174
2021,September,Females,Orkney Islands,15
2021,September,Females,Perth and Kinross,81
2021,September,Females,Renfrewshire,92
2021,September,Females,Scottish Borders,72
2021,September,Females,Shetland Islands,7
2021,September,Females,South Ayrshire,67
2021,September,Females,South Lanarkshire,162
2021,September,Females,Stirling,50
2021,September,Females,West Dunbartonshire,49
2021,September,Females,West Lothian,75
2021,September,Males,Scotland,2665
2021,September,Males,Aberdeen City,88
2021,September,Males,Aberdeenshire,105
2021,September,Males,Angus,68
2021,September,Males,Argyll and Bute,54
2021,September,Males,City of Edinburgh,193
2021,September,Males,Clackmannanshire,31
2021,September,Males,Dumfries and Galloway,91
2021,September,Males,Dundee City,84
2021,September,Males,East Ayrshire,59
2021,September,Males,East Dunbartonshire,45
2021,September,Males,East Lothian,58
2021,September,Males,East Renfrewshire,46
2021,September,Males,Falkirk,82
2021,September,Males,Fife,212
2021,September,Males,Glasgow City,281
2021,September,Males,Highland,122
2021,September,Males,Inverclyde,33
2021,September,Males,Midlothian,46
2021,September,Males,Moray,54
2021,September,Males,Na h-Eileanan Siar,14
2021,September,Males,North Ayrshire,62
2021,September,Males,North Lanarkshire,177
2021,September,Males,Orkney Islands,12
2021,September,Males,Perth and Kinross,64
2021,September,Males,Renfrewshire,100
2021,September,Males,Scottish Borders,68
2021,September,Males,Shetland Islands,13
2021,September,Males,South Ayrshire,77
2021,September,Males,South Lanarkshire,155
2021,September,Males,Stirling,37
2021,September,Males,West Dunbartonshire,43
2021,September,Males,West Lothian,91
2021,October,Females,Scotland,2888
2021,October,Females,Aberdeen City,95
2021,October,Females,Aberdeenshire,127
2021,October,Females,Angus,65
2021,October,Females,Argyll and Bute,46
2021,October,Females,City of Edinburgh,206
2021,October,Females,Clackmannanshire,40
2021,October,Females,Dumfries and Galloway,99
2021,October,Females,Dundee City,92
2021,October,Females,East Ayrshire,78
2021,October,Females,East Dunbartonshire,40
2021,October,Females,East Lothian,56
2021,October,Females,East Renfrewshire,53
2021,October,Females,Falkirk,90
2021,October,Females,Fife,192
2021,October,Females,Glasgow City,324
2021,October,Females,Highland,112
2021,October,Females,Inverclyde,41
2021,October,Females,Midlothian,48
2021,October,Females,Moray,63
2021,October,Females,Na h-Eileanan Siar,24
2021,October,Females,North Ayrshire,101
2021,October,Females,North Lanarkshire,191
2021,October,Females,Orkney Islands,11
2021,October,Females,Perth and Kinross,76
2021,October,Females,Renfrewshire,84
2021,October,Females,Scottish Borders,59
2021,October,Females,Shetland Islands,10
2021,October,Females,South Ayrshire,91
2021,October,Females,South Lanarkshire,176
2021,October,Females,Stirling,53
2021,October,Females,West Dunbartonshire,67
2021,October,Females,West Lothian,78
2021,October,Males,Scotland,2989
2021,October,Males,Aberdeen City,96
2021,October,Males,Aberdeenshire,123
2021,October,Males,Angus,68
2021,October,Males,Argyll and Bute,63
2021,October,Males,City of Edinburgh,184
2021,October,Males,Clackmannanshire,27
2021,October,Males,Dumfries and Galloway,88
2021,October,Males,Dundee City,102
2021,October,Males,East Ayrshire,85
2021,October,Males,East Dunbartonshire,52
2021,October,Males,East Lothian,48
2021,October,Males,East Renfrewshire,35
2021,October,Males,Falkirk,94
2021,October,Males,Fife,221
2021,October,Males,Glasgow City,318
2021,October,Males,Highland,143
2021,October,Males,Inverclyde,51
2021,October,Males,Midlothian,52
2021,October,Males,Moray,62
2021,October,Males,Na h-Eileanan Siar,19
2021,October,Males,North Ayrshire,110
2021,October,Males,North Lanarkshire,196
2021,October,Males,Orkney Islands,9
2021,October,Males,Perth and Kinross,79
2021,October,Males,Renfrewshire,96
2021,October,Males,Scottish Borders,71
2021,October,Males,Shetland Islands,11
2021,October,Males,South Ayrshire,93
2021,October,Males,South Lanarkshire,188
2021,October,Males,Stirling,46
2021,October,Males,West Dunbartonshire,70
2021,October,Males,West Lothian,89
2021,November,Females,Scotland,2822
2021,November,Females,Aberdeen City,90
2021,November,Females,Aberdeenshire,112
2021,November,Females,Angus,85
2021,November,Females,Argyll and Bute,60
2021,November,Females,City of Edinburgh,195
2021,November,Females,Clackmannanshire,22
2021,November,Females,Dumfries and Galloway,93
2021,November,Females,Dundee City,86
2021,November,Females,East Ayrshire,60
2021,November,Females,East Dunbartonshire,53
2021,November,Females,East Lothian,42
2021,November,Females,East Renfrewshire,45
2021,November,Females,Falkirk,98
2021,November,Females,Fife,215
2021,November,Females,Glasgow City,295
2021,November,Females,Highland,122
2021,November,Females,Inverclyde,58
2021,November,Females,Midlothian,38
2021,November,Females,Moray,35
2021,November,Females,Na h-Eileanan Siar,13
2021,November,Females,North Ayrshire,93
2021,November,Females,North Lanarkshire,192
2021,November,Females,Orkney Islands,9
2021,November,Females,Perth and Kinross,104
2021,November,Females,Renfrewshire,113
2021,November,Females,Scottish Borders,55
2021,November,Females,Shetland Islands,8
2021,November,Females,South Ayrshire,73
2021,November,Females,South Lanarkshire,177
2021,November,Females,Stirling,45
2021,November,Females,West Dunbartonshire,62
2021,November,Females,West Lothian,74
2021,November,Males,Scotland,2713
2021,November,Males,Aberdeen City,97
2021,November,Males,Aberdeenshire,105
2021,November,Males,Angus,58
2021,November,Males,Argyll and Bute,52
2021,November,Males,City of Edinburgh,195
2021,November,Males,Clackmannanshire,26
2021,November,Males,Dumfries and Galloway,97
2021,November,Males,Dundee City,83
2021,November,Males,East Ayrshire,64
2021,November,Males,East Dunbartonshire,51
2021,November,Males,East Lothian,55
2021,November,Males,East Renfrewshire,44
2021,November,Males,Falkirk,82
2021,November,Males,Fife,202
2021,November,Males,Glasgow City,270
2021,November,Males,Highland,121
2021,November,Males,Inverclyde,46
2021,November,Males,Midlothian,38
2021,November,Males,Moray,66
2021,November,Males,Na h-Eileanan Siar,22
2021,November,Males,North Ayrshire,71
2021,November,Males,North Lanarkshire,167
2021,November,Males,Orkney Islands,10
2021,November,Males,Perth and Kinross,69
2021,November,Males,Renfrewshire,91
2021,November,Males,Scottish Borders,54
2021,November,Males,Shetland Islands,6
2021,November,Males,South Ayrshire,74
2021,November,Males,South Lanarkshire,180
2021,November,Males,Stirling,73
2021,November,Males,West Dunbartonshire,45
2021,November,Males,West Lothian,99
2021,December,Females,Scotland,2982
2021,December,Females,Aberdeen City,96
2021,December,Females,Aberdeenshire,125
2021,December,Females,Angus,77
2021,December,Females,Argyll and Bute,49
2021,December,Females,City of Edinburgh,236
2021,December,Females,Clackmannanshire,37
2021,December,Females,Dumfries and Galloway,102
2021,December,Females,Dundee City,78
2021,December,Females,East Ayrshire,75
2021,December,Females,East Dunbartonshire,52
2021,December,Females,East Lothian,54
2021,December,Females,East Renfrewshire,42
2021,December,Females,Falkirk,93
2021,December,Females,Fife,199
2021,December,Females,Glasgow City,330
2021,December,Females,Highland,113
2021,December,Females,Inverclyde,50
2021,December,Females,Midlothian,48
2021,December,Females,Moray,50
2021,December,Females,Na h-Eileanan Siar,13
2021,December,Females,North Ayrshire,91
2021,December,Females,North Lanarkshire,196
2021,December,Females,Orkney Islands,12
2021,December,Females,Perth and Kinross,79
2021,December,Females,Renfrewshire,111
2021,December,Females,Scottish Borders,64
2021,December,Females,Shetland Islands,18
2021,December,Females,South Ayrshire,87
2021,December,Females,South Lanarkshire,202
2021,December,Females,Stirling,48
2021,December,Females,West Dunbartonshire,67
2021,December,Females,West Lothian,88
2021,December,Males,Scotland,2949
2021,December,Males,Aberdeen City,100
2021,December,Males,Aberdeenshire,121
2021,December,Males,Angus,59
2021,December,Males,Argyll and Bute,62
2021,December,Males,City of Edinburgh,234
2021,December,Males,Clackmannanshire,29
2021,December,Males,Dumfries and Galloway,100
2021,December,Males,Dundee City,97
2021,December,Males,East Ayrshire,72
2021,December,Males,East Dunbartonshire,43
2021,December,Males,East Lothian,49
2021,December,Males,East Renfrewshire,52
2021,December,Males,Falkirk,89
2021,December,Males,Fife,195
2021,December,Males,Glasgow City,329
2021,December,Males,Highland,147
2021,December,Males,Inverclyde,50
2021,December,Males,Midlothian,48
2021,December,Males,Moray,59
2021,December,Males,Na h-Eileanan Siar,13
2021,December,Males,North Ayrshire,92
2021,December,Males,North Lanarkshire,191
2021,December,Males,Orkney Islands,12
2021,December,Males,Perth and Kinross,85
2021,December,Males,Renfrewshire,110
